HHID,PUMA,NP,HHADJINC,ADJINC,WGTP,HHT,child_present,WIF,HUPAC,VEH,numWorkers,BLD
48770,7306,4,76467.0,1029928,47,1.0,1,2.0,1.0,2.0,2.0,5.0
48771,7306,1,0.0,1029928,30,6.0,0,,4.0,1.0,0.0,9.0
48772,7306,2,65697.0,1029928,37,1.0,0,1.0,4.0,3.0,1.0,2.0
48773,7314,2,179966.69999999998,1029928,15,1.0,0,0.0,4.0,2.0,0.0,2.0
48774,7321,3,47388.0,1029928,7,1.0,0,2.0,4.0,2.0,2.0,5.0
48775,7312,3,17016.6,1029928,12,1.0,0,3.0,4.0,2.0,3.0,2.0
48776,7315,1,2724.81,1029928,33,4.0,0,,4.0,0.0,0.0,2.0
48777,7310,1,37910.4,1029928,36,4.0,0,,4.0,1.0,1.0,7.0
48778,7313,6,315668.7,1029928,7,1.0,0,1.0,4.0,5.0,4.0,2.0
48779,7316,2,344640.0,1029928,50,1.0,0,2.0,4.0,2.0,2.0,2.0
48780,7316,4,539577.0,1029928,34,1.0,1,1.0,1.0,3.0,1.0,2.0
48781,7321,4,22186.2,1029928,11,3.0,1,1.0,2.0,2.0,2.0,3.0
48782,7307,1,71911.29,1029928,19,6.0,0,,4.0,1.0,0.0,2.0
48783,7315,2,172320.0,1029928,17,1.0,0,2.0,4.0,2.0,2.0,3.0
48784,7310,1,33387.0,1029928,57,4.0,0,,4.0,2.0,1.0,7.0
48785,7320,5,115239.0,1029928,19,1.0,1,1.0,3.0,2.0,1.0,2.0
48786,7316,2,173073.9,1029928,16,1.0,0,0.0,4.0,2.0,0.0,2.0
48787,7321,3,31017.6,1029928,11,3.0,1,2.0,2.0,1.0,2.0,2.0
48788,7303,2,52342.2,1029928,12,5.0,0,,4.0,2.0,1.0,8.0
48789,7302,5,106623.0,1029928,18,1.0,1,1.0,3.0,3.0,1.0,2.0
48790,7320,2,97253.09999999999,1029928,13,1.0,0,2.0,4.0,2.0,2.0,3.0
48791,7313,5,126870.59999999999,1029928,41,1.0,1,1.0,2.0,2.0,1.0,2.0
48792,7318,5,43618.5,1029928,16,1.0,1,2.0,2.0,1.0,1.0,2.0
48793,7302,1,12924.0,1029928,2,4.0,0,,4.0,0.0,0.0,2.0
48794,7308,2,116326.76999999999,1029928,9,1.0,0,1.0,4.0,3.0,1.0,2.0
48795,7320,4,266482.11,1029928,17,1.0,0,3.0,4.0,5.0,2.0,2.0
48796,7310,1,158426.69999999998,1029928,6,6.0,0,,4.0,1.0,1.0,9.0
48797,7315,3,53688.45,1029928,15,3.0,0,3.0,4.0,3.0,2.0,2.0
48798,7319,2,36187.2,1029928,26,5.0,0,,4.0,2.0,0.0,1.0
48799,7321,2,37565.76,1029928,9,1.0,0,0.0,4.0,3.0,0.0,2.0
48800,7316,2,131394.0,1029928,13,5.0,0,,4.0,2.0,2.0,6.0
48801,7319,4,78621.0,1029928,59,1.0,1,3.0,2.0,4.0,3.0,2.0
48802,7315,2,107700.0,1029928,30,1.0,0,2.0,4.0,2.0,2.0,8.0
48803,7316,1,126009.0,1029928,15,6.0,0,,4.0,1.0,1.0,9.0
48804,7301,4,199245.0,1029928,72,1.0,1,2.0,2.0,2.0,2.0,2.0
48805,7313,2,200322.0,1029928,15,5.0,0,,4.0,2.0,2.0,2.0
48806,7321,12,136455.9,1029928,37,3.0,1,2.0,3.0,6.0,3.0,2.0
48807,7316,1,274635.0,1029928,45,4.0,0,,4.0,1.0,1.0,9.0
48808,7316,3,29079.0,1029928,11,3.0,1,0.0,2.0,1.0,0.0,3.0
48809,7309,2,12924.0,1029928,78,2.0,0,1.0,4.0,3.0,1.0,2.0
48810,7307,2,243402.0,1029928,50,1.0,0,2.0,4.0,1.0,2.0,2.0
48811,7309,1,14539.5,1029928,18,6.0,0,,4.0,2.0,0.0,4.0
48812,7307,1,86192.31,1029928,25,6.0,0,,4.0,1.0,1.0,3.0
48813,7320,2,48465.0,1029928,14,2.0,0,1.0,4.0,0.0,1.0,2.0
48814,7321,3,107807.7,1029928,24,3.0,1,1.0,2.0,1.0,2.0,8.0
48815,7316,2,150564.6,1029928,26,1.0,0,2.0,4.0,2.0,1.0,9.0
48816,7310,1,53850.0,1029928,14,6.0,0,,4.0,1.0,1.0,2.0
48817,7317,2,197091.0,1029928,23,1.0,0,2.0,4.0,1.0,2.0,9.0
48818,7322,5,160365.3,1029928,38,3.0,1,3.0,2.0,4.0,4.0,2.0
48819,7319,1,78621.0,1029928,34,4.0,0,,4.0,1.0,1.0,3.0
48820,7316,1,110931.0,1029928,22,4.0,0,,4.0,1.0,1.0,9.0
48821,7304,1,55250.1,1029928,9,6.0,0,,4.0,1.0,0.0,2.0
48822,7311,3,218631.0,1029928,11,1.0,1,2.0,1.0,2.0,2.0,3.0
48823,7314,4,145395.0,1029928,11,1.0,0,3.0,4.0,4.0,3.0,2.0
48824,7308,1,134625.0,1029928,11,4.0,0,,4.0,1.0,1.0,2.0
48825,7302,3,173397.0,1029928,12,1.0,0,3.0,4.0,3.0,3.0,2.0
48826,7318,3,30371.399999999998,1029928,12,2.0,0,0.0,4.0,2.0,0.0,3.0
48827,7319,4,230047.19999999998,1029928,20,1.0,1,2.0,2.0,2.0,2.0,2.0
48828,7309,3,193860.0,1029928,13,1.0,1,1.0,1.0,2.0,1.0,2.0
48829,7307,2,32310.0,1029928,19,2.0,0,0.0,4.0,2.0,0.0,2.0
48830,7306,3,32740.8,1029928,34,1.0,1,2.0,2.0,2.0,2.0,3.0
48831,7316,3,74743.8,1029928,33,1.0,0,1.0,4.0,2.0,1.0,2.0
48832,7304,4,209304.18,1029928,18,1.0,0,1.0,4.0,3.0,1.0,2.0
48833,7303,2,70554.27,1029928,54,5.0,0,,4.0,3.0,2.0,3.0
48834,7314,1,19386.0,1029928,11,6.0,0,,4.0,0.0,0.0,9.0
48835,7303,3,103822.8,1029928,8,3.0,0,2.0,4.0,3.0,2.0,2.0
48836,7316,2,274635.0,1029928,19,7.0,0,,4.0,1.0,2.0,8.0
48837,7311,2,200429.69999999998,1029928,31,7.0,0,,4.0,2.0,2.0,2.0
48838,7321,2,24771.0,1029928,9,3.0,0,0.0,4.0,0.0,0.0,4.0
48839,7322,3,80882.7,1029928,10,1.0,1,0.0,2.0,2.0,0.0,2.0
48840,7305,4,51696.0,1029928,33,3.0,1,1.0,2.0,3.0,1.0,9.0
48841,7317,2,33279.299999999996,1029928,52,3.0,0,1.0,4.0,2.0,1.0,2.0
48842,7322,2,12924.0,1029928,24,1.0,0,0.0,4.0,1.0,0.0,8.0
48843,7309,4,225093.0,1029928,37,1.0,0,3.0,4.0,4.0,4.0,2.0
48844,7305,3,54927.0,1029928,48,1.0,1,1.0,1.0,2.0,1.0,2.0
48845,7307,12,453201.6,1029928,15,1.0,1,3.0,2.0,5.0,5.0,5.0
48846,7315,1,103392.0,1029928,21,4.0,0,,4.0,1.0,0.0,2.0
48847,7304,4,395388.24,1029928,14,1.0,1,2.0,2.0,4.0,1.0,2.0
48848,7306,1,49326.6,1029928,7,6.0,0,,4.0,1.0,1.0,10.0
48849,7306,4,119547.0,1029928,12,1.0,1,1.0,2.0,2.0,1.0,5.0
48850,7318,3,103392.0,1029928,8,1.0,0,2.0,4.0,2.0,2.0,7.0
48851,7317,2,31233.0,1029928,44,5.0,0,,4.0,1.0,1.0,6.0
48852,7318,3,61173.6,1029928,12,1.0,1,1.0,1.0,4.0,1.0,2.0
48853,7303,4,44157.0,1029928,14,1.0,1,2.0,2.0,2.0,2.0,3.0
48854,7322,2,69681.9,1029928,10,1.0,0,0.0,4.0,1.0,0.0,3.0
48855,7313,3,37695.0,1029928,58,1.0,0,2.0,4.0,2.0,2.0,9.0
48856,7316,3,72912.9,1029928,20,3.0,1,0.0,2.0,2.0,0.0,2.0
48857,7321,1,81852.0,1029928,9,4.0,0,,4.0,1.0,1.0,3.0
48858,7304,1,8616.0,1029928,24,6.0,0,,4.0,1.0,1.0,3.0
48859,7321,5,85083.0,1029928,12,1.0,1,2.0,3.0,2.0,2.0,2.0
48860,7312,2,82929.0,1029928,17,1.0,0,2.0,4.0,1.0,2.0,6.0
48861,7321,2,69466.5,1029928,9,3.0,0,1.0,4.0,1.0,1.0,3.0
48862,7318,5,93375.9,1029928,11,1.0,1,3.0,2.0,0.0,3.0,2.0
48863,7306,5,6569.7,1029928,13,3.0,1,1.0,2.0,3.0,1.0,7.0
48864,7308,2,89283.3,1029928,8,1.0,0,0.0,4.0,2.0,0.0,2.0
48865,7318,5,32697.719999999998,1029928,31,3.0,1,2.0,2.0,2.0,2.0,9.0
48866,7319,2,1361328.0,1029928,14,1.0,0,2.0,4.0,2.0,2.0,3.0
48867,7316,1,54927.0,1029928,20,6.0,0,,4.0,1.0,1.0,7.0
48868,7318,2,20463.0,1029928,21,3.0,0,1.0,4.0,2.0,1.0,2.0
48869,7307,4,48465.0,1029928,50,1.0,1,1.0,2.0,2.0,1.0,1.0
48870,7320,3,85944.59999999999,1029928,43,1.0,0,0.0,4.0,2.0,0.0,2.0
48871,7314,1,35541.0,1029928,20,4.0,0,,4.0,1.0,1.0,5.0
48872,7319,1,177705.0,1029928,14,6.0,0,,4.0,1.0,1.0,2.0
48873,7306,1,32094.6,1029928,9,6.0,0,,4.0,0.0,0.0,2.0
48874,7319,1,14001.0,1029928,15,6.0,0,,4.0,1.0,0.0,3.0
48875,7321,3,27463.5,1029928,8,1.0,0,1.0,4.0,2.0,0.0,4.0
48876,7321,2,32310.0,1029928,29,1.0,0,1.0,4.0,2.0,1.0,7.0
48877,7322,3,229077.9,1029928,11,1.0,0,1.0,4.0,2.0,1.0,2.0
48878,7307,2,95206.8,1029928,27,1.0,0,2.0,4.0,2.0,2.0,2.0
48879,7304,3,667750.77,1029928,22,1.0,1,2.0,2.0,4.0,2.0,2.0
48880,7314,1,91264.98,1029928,16,4.0,0,,4.0,1.0,0.0,7.0
48881,7302,1,2261.7,1029928,9,6.0,0,,4.0,1.0,0.0,2.0
48882,7309,4,407106.0,1029928,21,1.0,1,3.0,1.0,5.0,3.0,2.0
48883,7314,4,143241.0,1029928,18,1.0,1,2.0,1.0,2.0,2.0,2.0
48884,7304,1,53354.579999999994,1029928,7,6.0,0,,4.0,1.0,0.0,1.0
48885,7310,1,117500.7,1029928,25,4.0,0,,4.0,2.0,1.0,2.0
48886,7316,2,134625.0,1029928,20,5.0,0,,4.0,2.0,1.0,2.0
48887,7322,5,171996.9,1029928,9,1.0,1,2.0,1.0,4.0,2.0,2.0
48888,7316,5,101238.0,1029928,9,3.0,1,3.0,2.0,4.0,4.0,3.0
48889,7310,1,94452.9,1029928,5,6.0,0,,4.0,1.0,0.0,2.0
48890,7304,2,105222.9,1029928,15,1.0,0,0.0,4.0,1.0,0.0,2.0
48891,7306,7,136994.4,1029928,12,1.0,1,2.0,2.0,5.0,1.0,2.0
48892,7310,3,258480.0,1029928,12,1.0,1,2.0,2.0,2.0,2.0,2.0
48893,7306,2,65427.75,1029928,10,1.0,0,0.0,4.0,1.0,0.0,2.0
48894,7315,2,215400.0,1029928,11,1.0,0,1.0,4.0,2.0,1.0,2.0
48895,7303,3,62466.0,1029928,20,2.0,0,1.0,4.0,1.0,2.0,5.0
48896,7313,4,107700.0,1029928,9,1.0,1,1.0,2.0,2.0,1.0,2.0
48897,7302,2,142164.0,1029928,30,7.0,0,,4.0,1.0,2.0,4.0
48898,7306,3,169842.9,1029928,13,1.0,0,1.0,4.0,2.0,1.0,2.0
48899,7311,4,366180.0,1029928,10,1.0,1,2.0,3.0,2.0,2.0,2.0
48900,7308,2,204630.0,1029928,10,1.0,0,2.0,4.0,2.0,2.0,2.0
48901,7311,3,162627.0,1029928,29,2.0,0,1.0,4.0,2.0,1.0,2.0
48902,7310,2,116531.4,1029928,15,1.0,0,0.0,4.0,2.0,0.0,2.0
48903,7304,2,172320.0,1029928,31,7.0,0,,4.0,2.0,2.0,8.0
48904,7315,1,58265.7,1029928,12,6.0,0,,4.0,2.0,0.0,2.0
48905,7314,4,182766.9,1029928,8,1.0,0,2.0,4.0,4.0,1.0,2.0
48906,7317,1,12385.5,1029928,20,4.0,0,,4.0,0.0,0.0,3.0
48907,7310,2,488527.19999999995,1029928,13,1.0,0,0.0,4.0,2.0,0.0,2.0
48908,7304,5,118470.0,1029928,37,1.0,1,2.0,2.0,2.0,2.0,3.0
48909,7313,1,56004.0,1029928,21,4.0,0,,4.0,1.0,1.0,5.0
48910,7313,1,53850.0,1029928,17,4.0,0,,4.0,1.0,1.0,2.0
48911,7312,2,86160.0,1029928,25,1.0,0,2.0,4.0,1.0,2.0,8.0
48912,7306,4,194937.0,1029928,19,1.0,0,3.0,4.0,5.0,3.0,2.0
48913,7317,1,90468.0,1029928,25,4.0,0,,4.0,0.0,0.0,2.0
48914,7317,1,25848.0,1029928,27,4.0,0,,4.0,1.0,1.0,8.0
48915,7318,1,34140.9,1029928,12,4.0,0,,4.0,1.0,1.0,2.0
48916,7308,3,45341.7,1029928,19,3.0,0,1.0,4.0,1.0,1.0,2.0
48917,7314,3,100161.0,1029928,47,1.0,1,2.0,2.0,3.0,2.0,2.0
48918,7316,1,19278.3,1029928,32,4.0,0,,4.0,1.0,1.0,4.0
48919,7303,2,150564.6,1029928,17,3.0,0,0.0,4.0,1.0,0.0,2.0
48920,7318,1,11739.3,1029928,11,4.0,0,,4.0,0.0,0.0,8.0
48921,7317,5,130101.59999999999,1029928,35,1.0,1,2.0,2.0,2.0,1.0,9.0
48922,7318,4,101238.0,1029928,9,2.0,0,2.0,4.0,3.0,2.0,2.0
48923,7317,2,114162.0,1029928,20,1.0,0,2.0,4.0,1.0,2.0,2.0
48924,7321,2,21540.0,1029928,39,1.0,0,1.0,4.0,1.0,1.0,1.0
48925,7311,2,559070.7,1029928,16,1.0,0,2.0,4.0,2.0,2.0,2.0
48926,7302,5,23694.0,1029928,23,1.0,1,1.0,2.0,2.0,1.0,2.0
48927,7315,3,185028.6,1029928,18,3.0,0,3.0,4.0,2.0,2.0,3.0
48928,7316,3,194937.0,1029928,25,1.0,1,2.0,1.0,2.0,2.0,8.0
48929,7314,2,145395.0,1029928,14,7.0,0,,4.0,2.0,2.0,3.0
48930,7302,2,78405.59999999999,1029928,17,1.0,0,0.0,4.0,2.0,0.0,2.0
48931,7320,4,128163.0,1029928,12,3.0,1,1.0,3.0,2.0,2.0,2.0
48932,7307,2,18632.1,1029928,75,7.0,0,,4.0,2.0,2.0,7.0
48933,7315,2,95853.0,1029928,7,1.0,0,2.0,4.0,2.0,2.0,2.0
48934,7319,5,197629.5,1029928,23,1.0,0,1.0,4.0,5.0,1.0,2.0
48935,7322,2,101431.86,1029928,9,1.0,0,0.0,4.0,2.0,0.0,2.0
48936,7313,2,30048.3,1029928,14,1.0,0,0.0,4.0,2.0,0.0,2.0
48937,7310,3,396336.0,1029928,17,1.0,1,1.0,2.0,4.0,1.0,2.0
48938,7304,2,29186.699999999997,1029928,24,1.0,0,0.0,4.0,1.0,0.0,2.0
48939,7312,2,70015.77,1029928,25,7.0,0,,4.0,2.0,2.0,8.0
48940,7301,1,62466.0,1029928,47,4.0,0,,4.0,2.0,1.0,6.0
48941,7306,6,86160.0,1029928,35,3.0,1,1.0,3.0,1.0,1.0,9.0
48942,7310,2,136671.3,1029928,11,1.0,0,2.0,4.0,2.0,2.0,6.0
48943,7318,1,861.5999999999999,1029928,12,4.0,0,,4.0,2.0,0.0,2.0
48944,7306,2,96703.83,1029928,7,1.0,0,2.0,4.0,2.0,1.0,2.0
48945,7313,2,67635.59999999999,1029928,19,1.0,0,0.0,4.0,2.0,0.0,2.0
48946,7312,7,398490.0,1029928,31,1.0,1,3.0,2.0,5.0,4.0,2.0
48947,7304,2,97360.8,1029928,9,1.0,0,0.0,4.0,3.0,0.0,2.0
48948,7321,2,159611.4,1029928,15,1.0,0,2.0,4.0,2.0,2.0,2.0
48949,7316,1,80775.0,1029928,23,6.0,0,,4.0,1.0,1.0,2.0
48950,7304,3,150780.0,1029928,24,3.0,1,1.0,2.0,1.0,1.0,2.0
48951,7311,2,263111.1,1029928,15,1.0,0,1.0,4.0,2.0,1.0,2.0
48952,7310,4,684864.2999999999,1029928,17,2.0,1,1.0,1.0,1.0,1.0,2.0
48953,7322,1,102315.0,1029928,27,4.0,0,,4.0,2.0,1.0,4.0
48954,7311,3,88734.03,1029928,22,1.0,0,3.0,4.0,3.0,2.0,2.0
48955,7322,2,233019.72,1029928,33,1.0,0,1.0,4.0,3.0,0.0,2.0
48956,7318,2,127947.59999999999,1029928,10,7.0,0,,4.0,2.0,1.0,2.0
48957,7310,1,11631.6,1029928,19,4.0,0,,4.0,0.0,0.0,7.0
48958,7309,5,1156698.0,1029928,12,1.0,1,1.0,2.0,3.0,1.0,2.0
48959,7319,2,67204.8,1029928,12,3.0,0,1.0,4.0,2.0,1.0,2.0
48960,7314,1,66774.0,1029928,22,4.0,0,,4.0,1.0,1.0,9.0
48961,7302,3,197091.0,1029928,30,1.0,1,2.0,1.0,2.0,2.0,2.0
48962,7312,4,812704.2,1029928,35,1.0,1,2.0,1.0,2.0,2.0,2.0
48963,7310,2,69897.3,1029928,14,5.0,0,,4.0,1.0,0.0,7.0
48964,7313,2,45234.0,1029928,26,5.0,0,,4.0,0.0,0.0,8.0
48965,7302,2,83359.8,1029928,8,2.0,0,0.0,4.0,1.0,0.0,1.0
48966,7310,1,35864.1,1029928,10,6.0,0,,4.0,0.0,0.0,7.0
48967,7318,13,186687.18,1029928,20,1.0,1,3.0,3.0,4.0,5.0,2.0
48968,7304,2,204630.0,1029928,81,5.0,0,,4.0,4.0,2.0,3.0
48969,7307,2,90144.9,1029928,18,1.0,0,1.0,4.0,2.0,1.0,2.0
48970,7314,1,126978.29999999999,1029928,11,4.0,0,,4.0,1.0,1.0,8.0
48971,7311,2,194721.6,1029928,20,1.0,0,1.0,4.0,2.0,1.0,2.0
48972,7318,2,229939.5,1029928,9,1.0,0,2.0,4.0,3.0,2.0,2.0
48973,7315,1,141948.6,1029928,15,4.0,0,,4.0,1.0,0.0,2.0
48974,7310,1,32363.85,1029928,22,6.0,0,,4.0,1.0,1.0,9.0
48975,7313,1,25848.0,1029928,42,4.0,0,,4.0,2.0,0.0,2.0
48976,7304,3,135378.9,1029928,17,2.0,0,1.0,4.0,6.0,1.0,2.0
48977,7316,1,88529.4,1029928,88,6.0,0,,4.0,1.0,1.0,7.0
48978,7317,1,27140.399999999998,1029928,13,6.0,0,,4.0,1.0,1.0,6.0
48979,7312,1,140117.69999999998,1029928,37,4.0,0,,4.0,1.0,1.0,5.0
48980,7308,2,213246.0,1029928,8,1.0,0,2.0,4.0,1.0,2.0,2.0
48981,7306,4,148302.9,1029928,20,1.0,1,2.0,2.0,4.0,2.0,2.0
48982,7317,2,283681.8,1029928,10,5.0,0,,4.0,2.0,2.0,2.0
48983,7305,6,170166.0,1029928,21,1.0,1,2.0,3.0,3.0,2.0,2.0
48984,7316,1,15024.15,1029928,21,6.0,0,,4.0,1.0,1.0,9.0
48985,7302,5,113085.0,1029928,2,3.0,1,3.0,2.0,2.0,3.0,2.0
48986,7316,1,108453.9,1029928,19,4.0,0,,4.0,1.0,1.0,6.0
48987,7320,2,121162.5,1029928,52,1.0,0,1.0,4.0,3.0,1.0,2.0
48988,7309,2,86160.0,1029928,15,3.0,0,2.0,4.0,2.0,2.0,1.0
48989,7302,4,270865.5,1029928,11,1.0,0,3.0,4.0,3.0,2.0,2.0
48990,7307,2,10339.199999999999,1029928,14,5.0,0,,4.0,2.0,0.0,2.0
48991,7307,4,34474.77,1029928,13,3.0,1,1.0,2.0,3.0,2.0,2.0
48992,7314,2,109854.0,1029928,19,5.0,0,,4.0,1.0,2.0,9.0
48993,7314,2,250402.5,1029928,15,1.0,0,0.0,4.0,2.0,0.0,2.0
48994,7322,4,140010.0,1029928,10,1.0,1,2.0,2.0,4.0,2.0,2.0
48995,7318,2,101442.62999999999,1029928,8,7.0,0,,4.0,1.0,2.0,2.0
48996,7317,1,10.77,1029928,12,6.0,0,,4.0,1.0,0.0,9.0
48997,7321,4,20355.3,1029928,12,1.0,0,2.0,4.0,4.0,1.0,2.0
48998,7314,1,85083.0,1029928,15,4.0,0,,4.0,1.0,0.0,2.0
48999,7309,2,0.0,1029928,10,3.0,0,0.0,4.0,2.0,0.0,2.0
49000,7308,2,76467.0,1029928,11,7.0,0,,4.0,2.0,1.0,9.0
49001,7315,2,75390.0,1029928,29,3.0,0,2.0,4.0,2.0,2.0,9.0
49002,7306,4,66774.0,1029928,30,2.0,1,1.0,3.0,3.0,2.0,7.0
49003,7310,2,109315.5,1029928,14,2.0,1,1.0,1.0,1.0,1.0,3.0
49004,7310,2,39525.9,1029928,12,7.0,0,,4.0,2.0,2.0,6.0
49005,7317,1,102315.0,1029928,22,4.0,0,,4.0,1.0,1.0,6.0
49006,7310,2,23694.0,1029928,23,7.0,0,,4.0,2.0,1.0,2.0
49007,7320,4,230478.0,1029928,39,3.0,1,3.0,1.0,0.0,3.0,2.0
49008,7317,2,73128.3,1029928,16,7.0,0,,4.0,2.0,1.0,2.0
49009,7303,7,134625.0,1029928,6,1.0,1,3.0,2.0,6.0,3.0,2.0
49010,7322,2,73236.0,1029928,29,2.0,0,2.0,4.0,2.0,2.0,3.0
49011,7321,2,75390.0,1029928,8,3.0,0,2.0,4.0,2.0,2.0,6.0
49012,7317,6,188690.4,1029928,9,1.0,1,1.0,2.0,1.0,1.0,2.0
49013,7304,2,740976.0,1029928,23,1.0,0,0.0,4.0,2.0,0.0,2.0
49014,7316,3,426061.2,1029928,19,1.0,0,3.0,4.0,2.0,2.0,4.0
49015,7322,2,13462.5,1029928,9,3.0,1,0.0,2.0,1.0,0.0,7.0
49016,7306,1,15078.0,1029928,18,4.0,0,,4.0,1.0,0.0,9.0
49017,7322,3,206784.0,1029928,9,5.0,0,,4.0,2.0,2.0,2.0
49018,7316,1,328485.0,1029928,27,4.0,0,,4.0,1.0,1.0,2.0
49019,7321,3,76467.0,1029928,12,1.0,0,2.0,4.0,3.0,2.0,2.0
49020,7301,2,381258.0,1029928,14,3.0,0,2.0,4.0,4.0,1.0,2.0
49021,7301,2,460740.6,1029928,8,1.0,0,0.0,4.0,2.0,0.0,6.0
49022,7306,2,129240.0,1029928,9,1.0,0,2.0,4.0,2.0,2.0,3.0
49023,7306,2,84113.7,1029928,13,1.0,0,2.0,4.0,2.0,2.0,1.0
49024,7310,2,95422.2,1029928,7,1.0,0,0.0,4.0,2.0,0.0,2.0
49025,7316,1,20678.399999999998,1029928,31,6.0,0,,4.0,1.0,0.0,8.0
49026,7301,4,135702.0,1029928,32,1.0,1,2.0,3.0,2.0,2.0,2.0
49027,7312,3,143025.6,1029928,5,1.0,0,0.0,4.0,2.0,0.0,2.0
49028,7311,4,172750.8,1029928,22,1.0,1,2.0,2.0,1.0,2.0,2.0
49029,7310,3,129240.0,1029928,14,1.0,0,3.0,4.0,3.0,2.0,2.0
49030,7312,1,35541.0,1029928,26,4.0,0,,4.0,1.0,1.0,9.0
49031,7322,6,104038.2,1029928,37,1.0,0,3.0,4.0,6.0,4.0,2.0
49032,7314,1,101668.8,1029928,12,4.0,0,,4.0,1.0,0.0,2.0
49033,7315,2,59235.0,1029928,49,1.0,0,2.0,4.0,2.0,2.0,5.0
49034,7318,2,670540.2,1029928,13,5.0,0,,4.0,3.0,1.0,2.0
49035,7307,2,14862.599999999999,1029928,3,7.0,0,,4.0,1.0,0.0,2.0
49036,7309,1,46634.1,1029928,19,4.0,0,,4.0,0.0,1.0,5.0
49037,7315,4,344640.0,1029928,25,1.0,1,2.0,1.0,2.0,2.0,2.0
49038,7317,1,43080.0,1029928,17,6.0,0,,4.0,1.0,1.0,6.0
49039,7306,2,217015.5,1029928,9,2.0,0,2.0,4.0,4.0,1.0,2.0
49040,7308,1,39849.0,1029928,14,6.0,0,,4.0,1.0,1.0,2.0
49041,7314,1,227354.69999999998,1029928,9,6.0,0,,4.0,1.0,1.0,2.0
49042,7313,1,25578.75,1029928,65,6.0,0,,4.0,1.0,1.0,2.0
49043,7310,2,102315.0,1029928,70,5.0,0,,4.0,2.0,2.0,7.0
49044,7311,10,269250.0,1029928,20,1.0,1,1.0,3.0,3.0,1.0,2.0
49045,7301,4,182013.0,1029928,22,1.0,0,3.0,4.0,4.0,2.0,2.0
49046,7321,3,46526.4,1029928,12,3.0,0,2.0,4.0,2.0,2.0,7.0
49047,7302,6,273773.39999999997,1029928,15,1.0,1,2.0,3.0,4.0,2.0,2.0
49048,7306,3,156165.0,1029928,59,1.0,1,2.0,1.0,2.0,2.0,8.0
49049,7314,2,274311.89999999997,1029928,15,1.0,0,1.0,4.0,2.0,1.0,2.0
49050,7306,1,109854.0,1029928,5,4.0,0,,4.0,0.0,0.0,9.0
49051,7316,1,40710.6,1029928,14,6.0,0,,4.0,1.0,0.0,9.0
49052,7315,1,20355.3,1029928,7,4.0,0,,4.0,1.0,1.0,2.0
49053,7316,1,51696.0,1029928,23,4.0,0,,4.0,1.0,1.0,6.0
49054,7321,2,25848.0,1029928,10,1.0,0,1.0,4.0,1.0,1.0,8.0
49055,7316,1,16155.0,1029928,26,4.0,0,,4.0,1.0,1.0,9.0
49056,7301,2,53850.0,1029928,21,1.0,0,1.0,4.0,1.0,1.0,5.0
49057,7311,3,179859.0,1029928,18,2.0,1,1.0,2.0,2.0,2.0,7.0
49058,7309,2,51577.53,1029928,12,5.0,0,,4.0,2.0,1.0,2.0
49059,7321,1,148626.0,1029928,7,6.0,0,,4.0,2.0,1.0,2.0
49060,7317,3,162627.0,1029928,22,1.0,1,2.0,2.0,2.0,2.0,2.0
49061,7315,1,94129.8,1029928,9,4.0,0,,4.0,2.0,0.0,2.0
49062,7308,2,306945.0,1029928,11,1.0,0,2.0,4.0,2.0,2.0,2.0
49063,7312,1,91545.0,1029928,12,6.0,0,,4.0,1.0,1.0,9.0
49064,7314,5,37695.0,1029928,15,1.0,1,1.0,3.0,2.0,1.0,3.0
49065,7308,2,44695.5,1029928,10,1.0,0,0.0,4.0,1.0,0.0,3.0
49066,7306,1,86160.0,1029928,46,4.0,0,,4.0,3.0,1.0,2.0
49067,7321,1,37587.299999999996,1029928,17,4.0,0,,4.0,1.0,0.0,6.0
49068,7302,4,564348.0,1029928,15,1.0,1,2.0,2.0,2.0,2.0,2.0
49069,7316,1,861.5999999999999,1029928,28,4.0,0,,4.0,0.0,0.0,7.0
49070,7317,3,62466.0,1029928,58,3.0,1,1.0,2.0,1.0,1.0,6.0
49071,7305,3,56650.2,1029928,29,3.0,0,0.0,4.0,2.0,1.0,2.0
49072,7319,2,113085.0,1029928,10,1.0,0,0.0,4.0,1.0,0.0,2.0
49073,7306,2,37479.6,1029928,46,1.0,0,0.0,4.0,2.0,0.0,2.0
49074,7312,1,76251.59999999999,1029928,29,6.0,0,,4.0,1.0,1.0,9.0
49075,7309,1,71082.0,1029928,15,6.0,0,,4.0,1.0,0.0,2.0
49076,7308,4,4738.8,1029928,67,1.0,1,0.0,1.0,2.0,0.0,6.0
49077,7303,2,270327.0,1029928,12,7.0,0,,4.0,2.0,2.0,2.0
49078,7316,1,32094.6,1029928,11,6.0,0,,4.0,1.0,0.0,4.0
49079,7303,6,69143.4,1029928,8,1.0,1,3.0,3.0,3.0,3.0,1.0
49080,7312,3,250973.31,1029928,9,1.0,1,1.0,2.0,1.0,1.0,6.0
49081,7310,1,12924.0,1029928,9,4.0,0,,4.0,1.0,1.0,3.0
49082,7302,3,100430.25,1029928,2,3.0,1,1.0,2.0,1.0,1.0,2.0
49083,7311,4,84770.67,1029928,29,1.0,1,1.0,2.0,2.0,1.0,2.0
49084,7316,3,76682.4,1029928,21,2.0,1,1.0,2.0,3.0,1.0,9.0
