HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
28912,7,7305,12,9,,1,,,,8,2,0,Hispanic,0,,,9.0,0,0,0
28912,8,7305,8,4,,1,,,,8,2,0,Hispanic,0,,,4.0,0,0,0
28912,9,7305,7,3,,1,,,,8,2,0,Hispanic,0,,,3.0,0,0,0
28913,1,7309,75,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
28913,2,7309,46,0,3.0,1,1.0,4.0,40.0,1,1,1,White,51,1.0,2435.0,22.0,1,254022,25
28914,1,7304,47,0,6.0,1,1.0,4.0,40.0,1,1,1,White,53,1.0,4920.0,19.0,1,419020,41
28914,2,7304,58,0,1.0,2,1.0,4.0,14.0,1,1,1,White,33,6.0,5940.0,19.0,1,439XXX,43
28914,3,7304,14,0,,1,,,,1,1,0,White,0,,,1.0,0,0,0
28915,1,7321,64,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
28915,2,7321,57,0,1.0,1,1.0,4.0,30.0,8,2,1,Hispanic,54,1.0,1545.0,19.0,1,17301X,17
28916,1,7303,81,0,,1,6.0,2.0,,8,1,0,White,0,,,22.0,0,0,0
28916,2,7303,79,0,,2,6.0,4.0,,9,1,0,Two or More,0,,,19.0,0,0,0
28917,1,7314,70,0,,1,6.0,4.0,,6,1,0,Asian,0,,,21.0,0,0,0
28917,2,7314,58,0,1.0,2,1.0,4.0,32.0,1,2,1,Hispanic,45,1.0,5240.0,21.0,1,434051,43
28917,3,7314,25,15,1.0,1,1.0,4.0,36.0,6,1,1,Asian,62,1.0,3423.0,21.0,1,292055,29
28918,1,7304,39,0,3.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,6260.0,21.0,1,472061,47
28919,1,7314,36,0,1.0,1,1.0,4.0,40.0,1,16,1,Hispanic,54,1.0,1021.0,21.0,1,151252,15
28919,2,7314,38,0,1.0,2,1.0,4.0,50.0,6,1,1,Asian,33,1.0,110.0,21.0,1,113021,11
28919,3,7314,1,0,,1,,,,1,16,0,Hispanic,0,,,,0,0,0
28920,1,7313,61,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
28921,1,7309,39,0,1.0,1,1.0,4.0,45.0,1,1,1,White,54,1.0,300.0,22.0,1,119041,11
28921,2,7309,38,0,1.0,2,1.0,4.0,40.0,1,1,1,White,722,1.0,800.0,21.0,1,132011,13
28921,3,7309,6,3,,2,,,,1,1,0,White,0,,,3.0,0,0,0
28921,4,7309,5,1,,1,,,,1,1,0,White,0,,,1.0,0,0,0
28922,1,7315,22,0,1.0,2,3.0,4.0,25.0,1,1,0,White,44,5.0,4965.0,18.0,1,419099,41
28922,2,7315,0,0,,1,,,,1,1,0,White,0,,,,0,0,0
28923,1,7316,28,16,5.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,3245.0,22.0,1,29112X,29
28924,1,7306,57,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,6.0,0,0,0
28924,2,7306,56,0,6.0,1,1.0,4.0,40.0,1,2,1,Hispanic,56,1.0,4251.0,6.0,1,373011,37
28925,1,7308,65,0,2.0,1,1.0,4.0,16.0,6,1,1,Asian,81,5.0,5740.0,24.0,1,436014,43
28925,2,7308,60,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,54,1.0,750.0,21.0,1,131199,13
28926,1,7304,90,0,6.0,1,1.0,2.0,30.0,1,16,1,Hispanic,54,1.0,2100.0,23.0,1,2310XX,23
28926,2,7304,59,0,3.0,2,3.0,4.0,8.0,1,1,0,White,61,6.0,2330.0,21.0,1,252050,25
28927,1,7308,51,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,2310.0,22.0,1,252020,25
28927,2,7308,61,0,1.0,1,1.0,4.0,40.0,1,1,1,White,33,1.0,1021.0,21.0,1,151252,15
28928,1,7317,90,0,,1,6.0,4.0,,6,1,0,Asian,0,,,15.0,0,0,0
28928,2,7317,80,0,,2,6.0,4.0,,6,1,0,Asian,0,,,15.0,0,0,0
28929,1,7318,44,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,33,1.0,7750.0,18.0,1,5120XX,51
28930,1,7312,29,16,4.0,1,1.0,4.0,50.0,1,1,1,White,33,1.0,1050.0,22.0,1,151230,15
28931,1,7308,26,0,1.0,1,1.0,4.0,60.0,6,1,1,Asian,62,1.0,3300.0,21.0,1,292010,29
28931,2,7308,25,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,54,1.0,750.0,21.0,1,131199,13
28931,3,7308,23,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,54,1.0,1021.0,21.0,1,151252,15
28931,4,7308,23,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,722,1.0,4110.0,21.0,1,353031,35
28932,1,7313,29,0,1.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,6260.0,16.0,1,472061,47
28932,2,7313,29,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
28932,3,7313,6,2,,1,,,,1,1,0,White,0,,,1.0,0,0,0
28933,1,7315,49,0,1.0,1,1.0,2.0,40.0,1,1,1,White,53,1.0,20.0,18.0,1,111021,11
28934,1,7316,29,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9830.0,21.0,0,559830,55
28934,2,7316,28,0,1.0,2,1.0,4.0,40.0,1,1,1,White,56,1.0,51.0,21.0,1,112021,11
28935,1,7314,28,15,5.0,1,4.0,1.0,15.0,1,2,1,Hispanic,MIL,1.0,9300.0,19.0,0,5350XX,53
28935,2,7314,48,0,1.0,2,1.0,4.0,35.0,1,2,1,Hispanic,62,1.0,3500.0,19.0,1,292061,29
28936,1,7308,75,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
28936,2,7308,79,0,,1,6.0,2.0,,1,1,0,White,0,,,17.0,0,0,0
28936,3,7308,44,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,2330.0,24.0,1,252050,25
28937,1,7321,44,0,1.0,2,1.0,4.0,40.0,8,2,1,Hispanic,44,1.0,9645.0,19.0,1,537065,53
28937,2,7321,14,10,,2,,,,8,2,0,Hispanic,0,,,10.0,0,0,0
28937,3,7321,68,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,9.0,0,0,0
28938,1,7303,66,0,,1,6.0,2.0,,2,1,0,Black,0,,,19.0,0,0,0
28938,2,7303,56,0,5.0,2,1.0,4.0,40.0,1,1,1,White,92,1.0,5260.0,17.0,1,434071,43
28938,3,7303,7,4,,1,,,,9,1,0,Two or More,0,,,4.0,0,0,0
28939,1,7318,37,0,1.0,2,1.0,4.0,38.0,1,2,1,Hispanic,62,1.0,4220.0,16.0,1,37201X,37
28939,2,7318,41,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,23,1.0,6260.0,9.0,1,472061,47
28939,3,7318,13,9,,1,,,,1,2,0,Hispanic,0,,,10.0,0,0,0
28939,4,7318,10,7,,2,,,,1,2,0,Hispanic,0,,,8.0,0,0,0
28939,5,7318,8,4,,1,,,,1,2,0,Hispanic,0,,,5.0,0,0,0
28939,6,7318,65,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
28939,7,7318,64,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
28940,1,7314,57,0,6.0,2,1.0,4.0,15.0,1,1,1,White,54,1.0,3250.0,23.0,1,291131,29
28940,2,7314,57,0,4.0,1,1.0,2.0,40.0,1,1,1,White,92,1.0,1610.0,21.0,1,191020,19
28940,3,7314,12,8,,1,,,,1,1,0,White,0,,,8.0,0,0,0
28941,1,7313,44,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,3.0,2310.0,22.0,1,252020,25
28941,2,7313,45,0,3.0,1,1.0,4.0,45.0,8,16,1,Hispanic,61,3.0,2310.0,22.0,1,252020,25
28941,3,7313,11,8,,2,,,,9,16,0,Hispanic,0,,,8.0,0,0,0
28942,1,7320,46,0,1.0,1,1.0,2.0,40.0,6,1,1,Asian,48,1.0,9005.0,20.0,1,531000,53
28942,2,7320,44,0,5.0,2,1.0,4.0,44.0,6,1,1,Asian,62,1.0,3255.0,20.0,1,291141,29
28942,3,7320,24,16,,2,6.0,4.0,,6,1,0,Asian,0,,,21.0,0,0,0
28943,1,7311,54,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,1.0,1021.0,24.0,1,151252,15
28943,2,7311,50,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,33,1.0,1320.0,22.0,1,172011,17
28943,3,7311,17,14,1.0,1,6.0,4.0,,6,1,0,Asian,61,,2545.0,15.0,0,259040,25
28944,1,7316,24,0,3.0,2,1.0,4.0,32.0,1,1,1,White,61,1.0,2310.0,21.0,1,252020,25
28944,2,7316,24,0,6.0,1,1.0,4.0,40.0,1,1,1,White,33,4.0,7750.0,21.0,1,5120XX,51
28945,1,7306,38,0,1.0,2,1.0,4.0,8.0,1,1,1,White,52,1.0,4810.0,21.0,1,413021,41
28945,2,7306,44,0,1.0,1,1.0,4.0,10.0,1,1,1,White,49,1.0,440.0,21.0,1,1191XX,11
28945,3,7306,7,2,,2,,,,1,1,0,White,0,,,2.0,0,0,0
28945,4,7306,0,0,,2,,,,1,1,0,White,0,,,,0,0,0
28946,1,7308,81,0,5.0,1,1.0,2.0,20.0,1,1,1,White,62,4.0,2003.0,22.0,1,211013,21
28946,2,7308,72,0,2.0,2,1.0,4.0,36.0,1,1,1,White,62,3.0,2003.0,22.0,1,211013,21
28947,1,7314,73,0,,1,6.0,2.0,,1,1,0,White,0,,,22.0,0,0,0
28947,2,7314,77,0,,1,6.0,2.0,,1,1,0,White,0,,,18.0,0,0,0
28948,1,7308,74,0,,1,6.0,2.0,,1,1,0,White,0,,,16.0,0,0,0
28948,2,7308,74,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
28948,3,7308,50,0,1.0,1,1.0,4.0,35.0,1,1,1,White,45,1.0,4720.0,19.0,1,412010,41
28948,4,7308,46,0,,2,6.0,4.0,,1,1,0,White,0,,,23.0,0,0,0
28949,1,7321,79,0,,1,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
28949,2,7321,79,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
28950,1,7317,62,0,3.0,2,1.0,4.0,40.0,1,1,1,White,92,1.0,5260.0,21.0,1,434071,43
28950,2,7317,29,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
28951,1,7302,75,0,,2,6.0,4.0,,3,1,0,Other,0,,,16.0,0,0,0
28952,1,7314,47,0,5.0,2,1.0,2.0,40.0,9,1,1,Two or More,92,1.0,440.0,22.0,1,1191XX,11
28953,1,7315,30,0,1.0,2,1.0,4.0,24.0,1,1,1,White,62,1.0,3255.0,20.0,1,291141,29
28953,2,7315,33,0,3.0,1,1.0,4.0,28.0,1,1,1,White,61,3.0,2545.0,20.0,1,259040,25
28953,3,7315,2,0,,2,,,,1,1,0,White,0,,,,0,0,0
28954,1,7309,38,0,6.0,1,1.0,4.0,50.0,1,1,1,White,53,1.0,4920.0,21.0,1,419020,41
28954,2,7309,36,0,1.0,2,6.0,4.0,,1,1,0,White,62,,3110.0,22.0,0,291071,29
28954,3,7309,4,1,,1,,,,1,1,0,White,0,,,1.0,0,0,0
28954,4,7309,3,1,,2,,,,1,1,0,White,0,,,1.0,0,0,0
28954,5,7309,1,0,,1,,,,1,1,0,White,0,,,,0,0,0
28955,1,7313,66,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
28955,2,7313,76,0,1.0,2,1.0,4.0,60.0,1,1,1,White,54,1.0,4840.0,21.0,1,413091,41
28956,1,7318,23,15,1.0,2,1.0,4.0,20.0,6,1,1,Asian,45,1.0,5610.0,16.0,1,435071,43
28956,2,7318,23,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,71,1.0,4020.0,16.0,1,352010,35
28956,3,7318,55,0,1.0,2,6.0,4.0,40.0,6,1,0,Asian,56,5.0,5740.0,19.0,0,436014,43
28957,1,7302,24,0,1.0,2,1.0,4.0,35.0,1,1,1,White,722,1.0,4150.0,21.0,1,359031,35
28957,2,7302,26,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,56,1.0,5100.0,18.0,1,433011,43
28958,1,7308,69,0,2.0,2,1.0,4.0,38.0,1,1,1,White,81,1.0,850.0,21.0,1,132052,13
28959,1,7301,31,0,3.0,1,1.0,4.0,55.0,1,1,1,White,61,1.0,2320.0,22.0,1,252030,25
28960,1,7315,55,0,1.0,1,1.0,4.0,40.0,1,1,1,White,44,1.0,7200.0,16.0,1,493023,49
28960,2,7315,56,0,3.0,2,1.0,4.0,6.0,9,1,1,Two or More,61,1.0,2320.0,21.0,1,252030,25
28961,1,7320,36,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,1.0,1410.0,21.0,1,172070,17
28961,2,7320,38,0,1.0,2,6.0,4.0,,6,1,0,Asian,44,,4760.0,21.0,0,412031,41
28961,3,7320,2,0,,2,,,,6,1,0,Asian,0,,,,0,0,0
28961,4,7320,38,0,1.0,1,1.0,4.0,32.0,6,1,1,Asian,56,2.0,4840.0,21.0,1,413091,41
28962,1,7322,76,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,17.0,0,0,0
28962,2,7322,64,0,1.0,1,6.0,2.0,40.0,1,2,0,Hispanic,722,4.0,4110.0,2.0,0,353031,35
28963,1,7312,62,0,7.0,1,1.0,4.0,40.0,6,1,1,Asian,81,1.0,1410.0,21.0,1,172070,17
28963,2,7312,50,0,1.0,2,6.0,4.0,,6,1,0,Asian,62,,51.0,20.0,0,112021,11
28963,3,7312,23,15,1.0,1,1.0,4.0,4.0,6,1,1,Asian,61,5.0,2320.0,19.0,1,252030,25
28963,4,7312,22,15,1.0,2,6.0,4.0,,6,1,0,Asian,62,,5940.0,19.0,0,439XXX,43
28963,5,7312,19,15,1.0,1,6.0,4.0,,6,1,0,Asian,61,,2320.0,19.0,0,252030,25
28963,6,7312,14,11,,1,,,,6,1,0,Asian,0,,,12.0,0,0,0
28963,7,7312,9,5,,2,,,,6,1,0,Asian,0,,,6.0,0,0,0
28964,1,7318,66,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,21.0,0,0,0
28965,1,7317,20,15,1.0,2,1.0,4.0,18.0,1,1,1,White,722,1.0,4055.0,19.0,1,353023,35
28965,2,7317,21,15,1.0,2,1.0,4.0,15.0,1,1,1,White,62,1.0,3620.0,19.0,1,312020,31
28965,3,7317,20,15,1.0,2,1.0,4.0,20.0,1,1,1,White,721,1.0,4110.0,19.0,1,353031,35
28965,4,7317,20,15,1.0,2,1.0,4.0,20.0,1,1,1,White,721,1.0,4110.0,19.0,1,353031,35
28966,1,7306,39,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
28966,2,7306,33,0,6.0,1,1.0,4.0,22.0,1,2,1,Hispanic,23,3.0,6230.0,9.0,1,472031,47
28967,1,7319,47,0,1.0,1,1.0,4.0,40.0,1,1,1,White,48,1.0,440.0,19.0,1,1191XX,11
28967,2,7319,45,0,3.0,2,1.0,4.0,40.0,1,1,1,White,92,1.0,2016.0,20.0,1,211093,21
28967,3,7319,13,10,,2,,,,1,1,0,White,0,,,10.0,0,0,0
28967,4,7319,11,8,,1,,,,1,1,0,White,0,,,8.0,0,0,0
28968,1,7322,61,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,8.0,0,0,0
28968,2,7322,42,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,3M,6.0,9620.0,16.0,1,537062,53
28969,1,7317,33,0,1.0,2,6.0,4.0,40.0,1,2,0,Hispanic,62,4.0,3645.0,19.0,0,319092,31
28969,2,7317,25,0,4.0,1,1.0,4.0,40.0,1,2,1,Hispanic,92,1.0,3802.0,16.0,1,333012,33
28969,3,7317,4,1,,1,,,,1,2,0,Hispanic,0,,,1.0,0,0,0
28969,4,7317,0,0,,2,,,,1,2,0,Hispanic,0,,,,0,0,0
28969,5,7317,18,14,3.0,2,6.0,4.0,4.0,1,2,0,Hispanic,54,6.0,2910.0,14.0,0,274021,27
28970,1,7311,87,0,,2,6.0,4.0,,2,1,0,Black,0,,,22.0,0,0,0
28970,2,7311,56,0,1.0,1,1.0,4.0,40.0,2,1,1,Black,52,1.0,4820.0,21.0,1,413031,41
28970,3,7311,18,15,,2,6.0,4.0,,9,1,0,Two or More,0,,,16.0,0,0,0
28971,1,7321,38,0,9.0,2,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,12.0,1,999920,99
28971,2,7321,40,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,54,1.0,9130.0,12.0,1,533030,53
28971,3,7321,19,15,9.0,2,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,19.0,1,999920,99
28971,4,7321,42,0,9.0,2,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,12.0,1,999920,99
28972,1,7313,82,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
28973,1,7321,65,0,,2,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
28974,1,7315,43,0,1.0,2,1.0,4.0,40.0,1,1,1,White,51,1.0,52.0,21.0,1,112022,11
28974,2,7315,31,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,3649.0,18.0,1,319097,31
28975,1,7307,22,0,1.0,1,1.0,4.0,45.0,1,1,1,White,23,3.0,9570.0,16.0,1,5370XX,53
28975,2,7307,20,0,1.0,2,2.0,4.0,30.0,1,1,1,White,45,1.0,2633.0,16.0,1,271023,27
28975,3,7307,0,0,,1,,,,1,1,0,White,0,,,,0,0,0
28976,1,7302,61,0,6.0,1,1.0,4.0,30.0,1,1,1,White,54,1.0,2100.0,23.0,1,2310XX,23
28976,2,7302,62,0,4.0,2,3.0,4.0,30.0,1,1,0,White,61,6.0,2205.0,22.0,1,251000,25
28977,1,7304,76,0,,1,6.0,4.0,,9,1,0,Two or More,0,,,22.0,0,0,0
28978,1,7310,55,0,1.0,2,1.0,4.0,40.0,1,1,1,White,52,1.0,350.0,23.0,1,119111,11
28978,2,7310,20,15,1.0,2,6.0,4.0,40.0,1,1,0,White,44,6.0,4760.0,19.0,0,412031,41
28979,1,7304,45,0,3.0,2,3.0,4.0,28.0,1,1,0,White,61,4.0,2310.0,21.0,1,252020,25
28979,2,7304,47,0,3.0,1,1.0,2.0,56.0,1,1,1,White,92,1.0,3740.0,21.0,1,332011,33
28979,3,7304,14,10,,1,,,,1,1,0,White,0,,,11.0,0,0,0
28979,4,7304,11,8,,2,,,,1,1,0,White,0,,,8.0,0,0,0
28980,1,7302,68,0,1.0,2,6.0,4.0,,1,1,0,White,62,,3258.0,20.0,0,2911XX,29
28981,1,7304,74,0,1.0,1,1.0,4.0,35.0,1,1,1,White,33,1.0,10.0,22.0,1,1110XX,11
28981,2,7304,76,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
28982,1,7301,60,0,1.0,2,1.0,4.0,39.0,1,1,1,White,52,1.0,5400.0,20.0,1,434171,43
28982,2,7301,19,15,1.0,2,1.0,4.0,20.0,1,1,1,White,45,6.0,4720.0,16.0,1,412010,41
28982,3,7301,17,14,1.0,2,6.0,4.0,3.0,1,1,0,White,61,6.0,2545.0,14.0,0,259040,25
28983,1,7320,51,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,54,1.0,5740.0,20.0,1,436014,43
28983,2,7320,51,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,23,1.0,6200.0,17.0,1,471011,47
28983,3,7320,66,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
28983,4,7320,19,0,1.0,2,1.0,4.0,18.0,1,2,1,Hispanic,81,4.0,4525.0,15.0,1,39509X,39
28984,1,7301,59,0,1.0,1,1.0,4.0,30.0,1,1,1,White,56,4.0,7640.0,19.0,1,4990XX,49
28984,2,7301,62,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
28985,1,7306,58,0,1.0,2,1.0,3.0,40.0,1,1,1,White,62,1.0,5120.0,16.0,1,433031,43
28986,1,7301,43,0,1.0,2,1.0,4.0,40.0,1,1,1,White,54,1.0,52.0,21.0,1,112022,11
28986,2,7301,22,15,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,722,1.0,4010.0,19.0,1,351012,35
28986,3,7301,60,0,1.0,2,1.0,4.0,40.0,1,1,1,White,45,1.0,4700.0,21.0,1,411011,41
28987,1,7304,81,0,,1,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
28987,2,7304,80,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
28988,1,7316,35,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,54,5.0,1031.0,21.0,1,151254,15
28989,1,7305,60,0,1.0,1,1.0,4.0,48.0,1,2,1,Hispanic,42,1.0,136.0,21.0,1,113121,11
28989,2,7305,64,0,1.0,2,6.0,4.0,,1,2,0,Hispanic,722,,4030.0,19.0,0,352021,35
28990,1,7319,44,0,1.0,1,1.0,4.0,40.0,2,1,1,Black,33,1.0,9005.0,16.0,1,531000,53
28990,2,7319,44,0,1.0,2,1.0,4.0,25.0,2,1,1,Black,44,5.0,5240.0,16.0,1,434051,43
28990,3,7319,17,14,,2,6.0,4.0,,2,1,0,Black,0,,,14.0,0,0,0
28990,4,7319,15,12,,2,,,,2,1,0,Black,0,,,13.0,0,0,0
28990,5,7319,12,9,,2,,,,2,1,0,Black,0,,,10.0,0,0,0
28991,1,7308,29,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,62,3.0,1021.0,22.0,1,151252,15
28991,2,7308,34,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,3.0,1021.0,21.0,1,151252,15
28992,1,7301,71,0,1.0,2,1.0,4.0,40.0,1,1,1,White,45,1.0,5740.0,16.0,1,436014,43
28992,2,7301,68,0,1.0,1,1.0,4.0,40.0,1,1,1,White,45,1.0,10.0,19.0,1,1110XX,11
28993,1,7307,28,15,2.0,1,1.0,4.0,40.0,1,1,1,White,51,1.0,440.0,19.0,1,1191XX,11
28993,2,7307,33,0,2.0,2,1.0,4.0,40.0,1,1,1,White,51,1.0,440.0,21.0,1,1191XX,11
28994,1,7318,50,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,56,1.0,9130.0,16.0,1,533030,53
28994,2,7318,49,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,54,1.0,5740.0,19.0,1,436014,43
28995,1,7310,79,0,1.0,1,1.0,2.0,20.0,1,1,1,White,54,4.0,800.0,21.0,1,132011,13
28995,2,7310,77,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
28996,1,7303,37,0,4.0,1,1.0,4.0,40.0,8,2,1,Hispanic,23,1.0,6200.0,1.0,1,471011,47
28996,2,7303,17,13,1.0,1,1.0,4.0,25.0,8,2,1,Hispanic,722,6.0,2600.0,14.0,1,271010,27
28996,3,7303,14,10,,1,,,,8,2,0,Hispanic,0,,,11.0,0,0,0
28996,4,7303,37,0,1.0,1,1.0,2.0,28.0,8,2,1,Hispanic,44,1.0,9620.0,1.0,1,537062,53
28997,1,7315,43,15,1.0,2,1.0,4.0,50.0,6,1,1,Asian,53,1.0,1032.0,18.0,1,151255,15
28997,2,7315,44,15,2.0,1,1.0,4.0,40.0,6,1,1,Asian,51,1.0,2920.0,21.0,1,274030,27
28998,1,7314,28,0,1.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,1006.0,21.0,1,151211,15
28998,2,7314,23,15,1.0,1,1.0,4.0,21.0,1,1,1,White,53,6.0,910.0,21.0,1,132070,13
28999,1,7308,64,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
28999,2,7308,59,0,7.0,1,1.0,4.0,35.0,1,1,1,White,52,1.0,850.0,21.0,1,132052,13
29000,1,7310,40,0,1.0,2,1.0,4.0,40.0,1,1,1,White,52,1.0,630.0,22.0,1,131070,13
29000,2,7310,49,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,54,1.0,110.0,18.0,1,113021,11
29000,3,7310,5,1,,1,,,,1,2,0,Hispanic,0,,,2.0,0,0,0
29000,4,7310,2,0,,2,,,,1,2,0,Hispanic,0,,,,0,0,0
29001,1,7317,74,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
29001,2,7317,76,0,,1,6.0,2.0,,1,1,0,White,0,,,20.0,0,0,0
29001,3,7317,46,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
29002,1,7309,56,0,1.0,2,1.0,4.0,40.0,1,1,1,White,21,1.0,530.0,19.0,1,131023,13
29003,1,7316,55,0,2.0,1,1.0,2.0,15.0,1,1,1,White,71,4.0,140.0,19.0,1,113051,11
29003,2,7316,35,0,2.0,2,1.0,4.0,40.0,1,1,1,White,71,1.0,725.0,21.0,1,131121,13
29004,1,7312,43,0,1.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,1021.0,21.0,1,151252,15
29004,2,7312,2,0,,1,,,,1,1,0,White,0,,,,0,0,0
29005,1,7306,65,0,1.0,2,1.0,4.0,35.0,6,1,1,Asian,62,1.0,3602.0,21.0,1,311122,31
29005,2,7306,59,0,1.0,1,1.0,2.0,28.0,6,1,1,Asian,61,1.0,4220.0,10.0,1,37201X,37
29005,3,7306,31,0,1.0,1,1.0,4.0,80.0,6,1,1,Asian,62,1.0,3500.0,19.0,1,292061,29
29005,4,7306,2,0,,2,,,,6,1,0,Asian,0,,,,0,0,0
29005,5,7306,30,0,3.0,2,1.0,4.0,40.0,6,1,1,Asian,92,1.0,8990.0,16.0,1,5191XX,51
29006,1,7308,62,0,1.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,1021.0,21.0,1,151252,15
29006,2,7308,56,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,2300.0,20.0,1,252010,25
29007,1,7312,70,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
29007,2,7312,44,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,55,1.0,5940.0,16.0,1,439XXX,43
29007,3,7312,18,15,1.0,2,1.0,4.0,20.0,8,2,1,Hispanic,71,4.0,3870.0,18.0,1,333050,33
29007,4,7312,16,13,9.0,1,3.0,,,8,5,0,Hispanic,99,,9920.0,13.0,1,999920,99
29007,5,7312,11,9,,2,,,,1,2,0,Hispanic,0,,,9.0,0,0,0
29007,6,7312,43,0,6.0,1,1.0,4.0,40.0,1,2,1,Hispanic,52,1.0,4810.0,18.0,1,413021,41
29008,1,7318,86,0,,2,6.0,4.0,,2,1,0,Black,0,,,15.0,0,0,0
29008,2,7318,60,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
29009,1,7306,58,0,1.0,1,1.0,4.0,32.0,1,2,1,Hispanic,56,3.0,4251.0,9.0,1,373011,37
29009,2,7306,50,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
29009,3,7306,18,15,1.0,2,1.0,4.0,20.0,1,2,1,Hispanic,71,4.0,4720.0,19.0,1,412010,41
29009,4,7306,16,12,,2,6.0,,,8,2,0,Hispanic,0,,,13.0,0,0,0
29009,5,7306,12,8,,2,,,,8,2,0,Hispanic,0,,,9.0,0,0,0
29009,6,7306,68,0,1.0,1,6.0,4.0,40.0,1,2,0,Hispanic,71,5.0,4330.0,20.0,0,391000,39
29009,7,7306,62,0,1.0,2,1.0,4.0,31.0,1,2,1,Hispanic,62,2.0,3602.0,8.0,1,311122,31
