SERIALNO,HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,isinlaborforce
2018GQ0053696,11414,1,7310,24,0,5.0,1,4.0,1.0,32.0,0
2018GQ0054049,11415,1,7316,23,0,5.0,1,4.0,1.0,81.0,0
2018GQ0054051,11416,1,7315,19,15,,2,6.0,4.0,,0
2018GQ0054074,11417,1,7315,67,0,,2,6.0,4.0,,0
2018GQ0054145,11418,1,7301,25,0,5.0,1,4.0,1.0,76.0,0
2018GQ0054372,11419,1,7316,28,0,5.0,1,4.0,1.0,75.0,0
2018GQ0054382,11420,1,7320,76,0,,1,6.0,3.0,,0
2018GQ0054438,11421,1,7319,53,0,1.0,1,6.0,4.0,40.0,0
2018GQ0054450,11422,1,7312,22,0,5.0,1,4.0,1.0,78.0,0
2018GQ0054601,11423,1,7301,26,0,5.0,1,4.0,1.0,55.0,0
2018GQ0055309,11424,1,7305,81,0,,2,6.0,4.0,,0
2018GQ0055343,11425,1,7316,21,0,5.0,1,4.0,1.0,72.0,0
2018GQ0055463,11426,1,7301,22,0,5.0,1,4.0,1.0,50.0,0
2018GQ0055493,11427,1,7308,85,0,,2,6.0,4.0,,0
2018GQ0055503,11428,1,7305,94,0,,2,6.0,4.0,,0
2018GQ0055512,11429,1,7321,20,0,5.0,1,4.0,1.0,81.0,0
2018GQ0055560,11430,1,7317,19,15,,2,6.0,4.0,,0
2018GQ0055595,11431,1,7301,18,0,5.0,1,4.0,1.0,80.0,0
2018GQ0055724,11432,1,7317,36,0,1.0,1,6.0,2.0,,0
2018GQ0055821,11433,1,7313,32,0,1.0,2,6.0,4.0,,0
2018GQ0055856,11434,1,7310,18,15,5.0,1,4.0,1.0,50.0,0
2018GQ0056022,11435,1,7319,23,0,1.0,1,6.0,4.0,,0
2018GQ0056111,11436,1,7310,18,0,5.0,1,4.0,1.0,35.0,0
2018GQ0056186,11437,1,7317,19,15,1.0,2,1.0,4.0,10.0,1
2018GQ0056244,11438,1,7313,31,0,,2,6.0,4.0,,0
2018GQ0056437,11439,1,7301,22,0,5.0,1,4.0,1.0,50.0,0
2018GQ0056453,11440,1,7321,29,0,5.0,1,4.0,1.0,75.0,0
2018GQ0056510,11441,1,7317,19,15,1.0,1,6.0,4.0,25.0,0
2018GQ0056552,11442,1,7301,22,0,5.0,1,4.0,1.0,55.0,0
2018GQ0056591,11443,1,7302,26,0,,2,6.0,4.0,,0
2018GQ0056909,11444,1,7312,26,0,1.0,1,6.0,4.0,20.0,0
2018GQ0056955,11445,1,7316,26,0,1.0,1,6.0,4.0,,0
2018GQ0056998,11446,1,7319,51,0,,1,6.0,4.0,,0
2018GQ0057030,11447,1,7317,18,15,,2,6.0,4.0,,0
2018GQ0057105,11448,1,7316,21,0,1.0,2,1.0,4.0,30.0,1
2018GQ0057126,11449,1,7321,19,0,5.0,1,4.0,1.0,80.0,0
2018GQ0057211,11450,1,7302,51,0,,1,6.0,4.0,,0
2018GQ0057244,11451,1,7301,24,0,5.0,1,4.0,1.0,60.0,0
2018GQ0057272,11452,1,7317,49,0,,1,6.0,4.0,,0
2018GQ0057355,11453,1,7316,31,0,,2,6.0,4.0,,0
2018GQ0057580,11454,1,7321,22,0,5.0,2,4.0,1.0,81.0,0
2018GQ0057657,11455,1,7318,63,0,,1,6.0,4.0,,0
2018GQ0057768,11456,1,7319,34,0,7.0,1,6.0,4.0,,0
2018GQ0057769,11457,1,7316,31,0,1.0,1,6.0,4.0,,0
2018GQ0057790,11458,1,7321,63,0,,1,6.0,4.0,,0
2018GQ0057912,11459,1,7312,27,0,5.0,1,4.0,1.0,50.0,0
2018GQ0057971,11460,1,7322,24,0,1.0,1,6.0,4.0,,0
2018GQ0058029,11461,1,7316,24,0,5.0,1,4.0,1.0,90.0,0
2018GQ0058119,11462,1,7301,20,0,5.0,1,4.0,1.0,50.0,0
2018GQ0058261,11463,1,7306,35,0,,2,6.0,4.0,,0
2018GQ0058481,11464,1,7301,19,0,5.0,1,4.0,1.0,50.0,0
2018GQ0058575,11465,1,7310,22,0,5.0,1,4.0,1.0,72.0,0
2018GQ0058585,11466,1,7316,71,0,,2,6.0,4.0,,0
2018GQ0058629,11467,1,7315,19,15,1.0,2,1.0,4.0,10.0,1
2018GQ0058736,11468,1,7303,59,0,1.0,1,1.0,4.0,40.0,1
2018GQ0058797,11469,1,7319,29,0,1.0,1,6.0,4.0,,0
2018GQ0058909,11470,1,7313,33,0,,2,6.0,4.0,,0
2018GQ0059028,11471,1,7311,87,0,,1,6.0,2.0,,0
2018GQ0059085,11472,1,7312,22,0,5.0,2,4.0,1.0,50.0,0
2018GQ0059103,11473,1,7316,63,0,,1,6.0,4.0,,0
2018GQ0059237,11474,1,7320,69,0,,2,6.0,4.0,,0
2018GQ0059297,11475,1,7316,22,15,5.0,2,4.0,1.0,99.0,0
2018GQ0059385,11476,1,7319,25,0,1.0,1,6.0,4.0,40.0,0
2018GQ0059399,11477,1,7312,19,0,5.0,1,4.0,1.0,50.0,0
2018GQ0059416,11478,1,7316,41,0,,1,6.0,4.0,,0
2018GQ0059441,11479,1,7315,19,15,1.0,1,6.0,4.0,28.0,0
2018GQ0059470,11480,1,7317,18,15,1.0,1,6.0,4.0,,0
2018GQ0059524,11481,1,7303,67,0,,1,6.0,2.0,,0
2018GQ0059667,11482,1,7316,21,0,5.0,1,4.0,1.0,50.0,0
2018GQ0059759,11483,1,7317,18,15,,2,6.0,4.0,,0
2018GQ0059793,11484,1,7301,27,0,5.0,1,4.0,1.0,50.0,0
2018GQ0059820,11485,1,7319,32,0,6.0,1,6.0,4.0,,0
2018GQ0060116,11486,1,7313,69,0,,2,6.0,4.0,,0
2018GQ0060239,11487,1,7301,21,0,5.0,1,4.0,1.0,50.0,0
2018GQ0060265,11488,1,7307,60,0,,2,6.0,4.0,,0
2018GQ0060333,11489,1,7316,20,0,5.0,1,4.0,1.0,60.0,0
2018GQ0060338,11490,1,7321,19,0,5.0,1,4.0,1.0,75.0,0
2018GQ0060367,11491,1,7305,94,0,,2,6.0,4.0,,0
2018GQ0060401,11492,1,7304,33,0,,2,6.0,4.0,,0
2018GQ0060605,11493,1,7301,21,0,5.0,1,4.0,1.0,45.0,0
2018GQ0060643,11494,1,7310,90,0,,2,6.0,4.0,,0
2018GQ0060707,11495,1,7310,21,0,5.0,2,4.0,1.0,48.0,0
2018GQ0060772,11496,1,7309,79,13,,2,6.0,4.0,,0
2018GQ0060883,11497,1,7315,19,15,1.0,2,1.0,4.0,10.0,1
2018GQ0060942,11498,1,7319,28,0,1.0,1,6.0,4.0,,0
2018GQ0060951,11499,1,7301,19,0,5.0,1,4.0,1.0,60.0,0
2018GQ0061082,11500,1,7313,36,0,,2,6.0,4.0,,0
2018GQ0061122,11501,1,7301,21,0,5.0,1,4.0,1.0,55.0,0
2018GQ0061137,11502,1,7313,35,0,,2,6.0,4.0,,0
2018GQ0061138,11503,1,7316,33,0,6.0,1,6.0,4.0,40.0,0
2018GQ0061184,11504,1,7313,15,13,,2,,,,0
2018GQ0061189,11505,1,7303,17,13,,1,6.0,4.0,,0
2018GQ0061231,11506,1,7301,19,0,5.0,1,4.0,1.0,60.0,0
2018GQ0061345,11507,1,7319,17,14,,1,6.0,4.0,,0
2018GQ0061365,11508,1,7307,17,13,6.0,1,6.0,4.0,20.0,0
2018GQ0061425,11509,1,7306,23,0,1.0,2,1.0,4.0,20.0,1
2018GQ0061541,11510,1,7301,20,0,5.0,1,4.0,1.0,60.0,0
2018GQ0061585,11511,1,7316,26,0,5.0,1,4.0,1.0,69.0,0
2018GQ0061693,11512,1,7307,89,0,,2,6.0,4.0,,0
2018GQ0061723,11513,1,7315,83,13,,1,6.0,4.0,,0
2018GQ0061923,11514,1,7310,20,0,5.0,1,4.0,1.0,60.0,0
2018GQ0062001,11515,1,7302,71,0,,2,6.0,4.0,,0
2018GQ0062425,11516,1,7316,38,0,,1,6.0,4.0,,0
2018GQ0062481,11517,1,7322,39,0,,1,6.0,4.0,,0
2018GQ0062487,11518,1,7315,20,15,1.0,1,6.0,4.0,,0
2018GQ0062653,11519,1,7316,21,0,5.0,1,4.0,1.0,45.0,0
2018GQ0062929,11520,1,7301,23,0,5.0,1,4.0,3.0,45.0,0
2018GQ0063165,11521,1,7310,18,0,5.0,1,4.0,1.0,72.0,0
2018GQ0063214,11522,1,7316,29,0,1.0,1,6.0,4.0,,0
2018GQ0063315,11523,1,7321,62,0,,2,6.0,4.0,,0
2018GQ0063396,11524,1,7321,94,0,,2,6.0,4.0,,0
2018GQ0063544,11525,1,7310,21,0,5.0,1,4.0,1.0,60.0,0
2018GQ0063744,11526,1,7319,54,0,,1,6.0,4.0,,0
2018GQ0063895,11527,1,7319,16,12,,1,6.0,,,0
2018GQ0063987,11528,1,7311,70,0,,1,6.0,2.0,,0
2018GQ0064002,11529,1,7320,17,13,,1,6.0,4.0,,0
2018GQ0064019,11530,1,7310,73,0,,1,6.0,4.0,,0
2018GQ0064053,11531,1,7321,83,0,,2,6.0,4.0,,0
2018GQ0064060,11532,1,7322,36,0,,2,6.0,4.0,,0
2018GQ0064148,11533,1,7302,94,0,,2,6.0,2.0,,0
2018GQ0064173,11534,1,7314,70,0,,1,6.0,2.0,,0
2018GQ0064247,11535,1,7315,59,0,1.0,1,1.0,4.0,40.0,1
2018GQ0064256,11536,1,7301,19,0,5.0,1,4.0,1.0,50.0,0
2018GQ0064346,11537,1,7316,28,0,5.0,2,4.0,1.0,40.0,0
2018GQ0064360,11538,1,7318,40,0,1.0,2,1.0,4.0,8.0,1
2018GQ0064403,11539,1,7315,18,15,8.0,1,6.0,4.0,30.0,0
2018GQ0064541,11540,1,7319,32,0,1.0,1,6.0,4.0,40.0,0
2018GQ0064636,11541,1,7315,18,15,,2,6.0,4.0,,0
2018GQ0064725,11542,1,7315,19,15,,2,6.0,4.0,,0
2018GQ0065060,11543,1,7306,29,0,1.0,2,6.0,4.0,,0
2018GQ0065192,11544,1,7310,19,0,5.0,2,4.0,1.0,45.0,0
2018GQ0065314,11545,1,7322,59,0,,1,6.0,4.0,,0
2018GQ0065367,11546,1,7319,22,0,1.0,1,6.0,4.0,,0
2018GQ0065373,11547,1,7317,18,15,1.0,2,3.0,4.0,15.0,1
2018GQ0065385,11548,1,7320,23,0,1.0,2,1.0,4.0,40.0,1
2018GQ0065410,11549,1,7316,20,0,,1,6.0,4.0,,0
2018GQ0065446,11550,1,7321,21,0,5.0,1,4.0,1.0,98.0,0
2018GQ0065517,11551,1,7320,77,0,,2,6.0,2.0,,0
2018GQ0065853,11552,1,7321,19,0,5.0,1,4.0,1.0,66.0,0
2018GQ0065916,11553,1,7316,28,0,5.0,2,4.0,1.0,55.0,0
2018GQ0065995,11554,1,7314,63,0,,2,6.0,4.0,,0
2018GQ0066087,11555,1,7302,16,12,,1,6.0,,,0
2018GQ0066096,11556,1,7305,19,15,,2,6.0,4.0,,0
2018GQ0066111,11557,1,7308,77,0,,2,6.0,4.0,,0
2018GQ0066137,11558,1,7321,27,0,1.0,1,6.0,4.0,40.0,0
2018GQ0066183,11559,1,7304,18,0,,2,6.0,4.0,,0
2018GQ0066269,11560,1,7317,69,0,,1,6.0,4.0,,0
2018GQ0066281,11561,1,7316,71,0,,1,6.0,4.0,,0
2018GQ0066408,11562,1,7314,79,0,,2,6.0,4.0,,0
2018GQ0066440,11563,1,7317,19,15,1.0,1,6.0,4.0,40.0,0
2018GQ0066690,11564,1,7317,18,15,1.0,1,6.0,4.0,25.0,0
2018GQ0066715,11565,1,7321,28,0,5.0,1,4.0,1.0,99.0,0
2018GQ0066766,11566,1,7303,62,0,,1,6.0,4.0,,0
2018GQ0066818,11567,1,7309,94,0,,2,6.0,4.0,,0
2018GQ0066948,11568,1,7319,29,0,,1,6.0,4.0,,0
2018GQ0066954,11569,1,7316,34,0,5.0,1,4.0,1.0,75.0,0
2018GQ0067036,11570,1,7314,46,0,2.0,2,1.0,4.0,25.0,1
2018GQ0067116,11571,1,7310,58,0,1.0,2,1.0,4.0,40.0,1
2018GQ0067196,11572,1,7310,19,0,5.0,2,4.0,1.0,50.0,0
2018GQ0067226,11573,1,7310,20,15,1.0,2,3.0,4.0,20.0,1
2018GQ0067306,11574,1,7322,32,0,,1,6.0,4.0,,0
2018GQ0067459,11575,1,7305,73,0,,2,6.0,4.0,,0
2018GQ0067516,11576,1,7306,34,0,,2,6.0,4.0,,0
2018GQ0067655,11577,1,7316,22,0,5.0,1,4.0,1.0,35.0,0
2018GQ0067680,11578,1,7301,22,0,5.0,2,4.0,1.0,50.0,0
2018GQ0067682,11579,1,7301,21,0,5.0,1,4.0,1.0,70.0,0
2018GQ0067686,11580,1,7321,19,0,5.0,1,4.0,1.0,66.0,0
2018GQ0067699,11581,1,7319,41,0,6.0,1,6.0,4.0,40.0,0
2018GQ0067713,11582,1,7308,94,0,,1,6.0,2.0,,0
2018GQ0067833,11583,1,7322,44,0,,1,6.0,4.0,,0
2018GQ0068163,11584,1,7301,20,0,5.0,1,4.0,1.0,55.0,0
2018GQ0068166,11585,1,7313,76,0,,1,6.0,3.0,,0
2018GQ0068180,11586,1,7321,22,0,5.0,1,4.0,1.0,64.0,0
2018GQ0068279,11587,1,7321,47,0,,2,6.0,4.0,,0
2018GQ0068381,11588,1,7301,21,0,5.0,1,4.0,1.0,60.0,0
2018GQ0068438,11589,1,7316,20,0,5.0,1,4.0,1.0,75.0,0
2018GQ0068484,11590,1,7310,18,0,5.0,1,4.0,1.0,72.0,0
2018GQ0068577,11591,1,7317,18,15,1.0,2,6.0,4.0,16.0,0
2018GQ0068585,11592,1,7304,32,0,1.0,2,6.0,4.0,25.0,0
2018GQ0068646,11593,1,7307,56,0,,2,6.0,4.0,,0
2018GQ0068652,11594,1,7313,41,0,1.0,1,1.0,4.0,60.0,1
2018GQ0068656,11595,1,7319,35,15,1.0,2,6.0,2.0,20.0,0
2018GQ0068673,11596,1,7313,94,0,,1,6.0,2.0,,0
2018GQ0068685,11597,1,7313,39,0,,2,6.0,4.0,,0
2018GQ0068687,11598,1,7303,32,0,1.0,2,6.0,4.0,25.0,0
2018GQ0068753,11599,1,7302,29,0,,2,6.0,4.0,,0
2018GQ0068760,11600,1,7301,56,0,,1,6.0,2.0,,0
2018GQ0068786,11601,1,7310,21,15,,2,6.0,4.0,,0
2018GQ0068803,11602,1,7302,63,0,,2,6.0,4.0,,0
2018GQ0068890,11603,1,7315,19,15,1.0,1,6.0,4.0,5.0,0
2018GQ0068904,11604,1,7317,64,0,,1,6.0,4.0,,0
2018GQ0069081,11605,1,7301,25,0,5.0,1,4.0,1.0,55.0,0
2018GQ0069176,11606,1,7315,19,15,,2,6.0,4.0,,0
2018GQ0069317,11607,1,7310,94,0,,1,6.0,4.0,,0
2018GQ0069459,11608,1,7319,21,0,1.0,2,1.0,4.0,30.0,1
2018GQ0069565,11609,1,7308,30,0,,1,6.0,4.0,,0
2018GQ0069587,11610,1,7317,19,15,1.0,1,6.0,4.0,20.0,0
2018GQ0069717,11611,1,7322,35,0,,1,6.0,4.0,,0
2018GQ0069787,11612,1,7316,34,0,5.0,1,4.0,1.0,65.0,0
2018GQ0069838,11613,1,7305,19,15,,1,6.0,4.0,,0
2018GQ0069901,11614,1,7319,31,0,1.0,1,6.0,4.0,,0
2018GQ0069935,11615,1,7310,32,0,,2,6.0,4.0,,0
2018GQ0070009,11616,1,7306,94,0,,2,6.0,4.0,,0
2018GQ0070027,11617,1,7312,51,0,,1,6.0,4.0,,0
2018GQ0070272,11618,1,7321,26,0,5.0,2,4.0,3.0,85.0,0
2018GQ0070281,11619,1,7302,17,13,,1,6.0,4.0,,0
2018GQ0070290,11620,1,7321,19,0,5.0,2,4.0,3.0,75.0,0
2018GQ0070293,11621,1,7310,19,15,1.0,1,6.0,4.0,20.0,0
2018GQ0070508,11622,1,7310,29,0,,1,6.0,4.0,,0
2018GQ0070539,11623,1,7320,24,0,1.0,1,6.0,4.0,20.0,0
2018GQ0070776,11624,1,7316,28,0,5.0,1,4.0,1.0,40.0,0
2018GQ0070840,11625,1,7310,18,15,1.0,1,1.0,4.0,15.0,1
2018GQ0070848,11626,1,7306,27,0,,1,6.0,4.0,,0
2018GQ0070892,11627,1,7321,84,0,,1,6.0,2.0,,0
2018GQ0071040,11628,1,7301,20,0,5.0,1,4.0,1.0,55.0,0
2018GQ0071042,11629,1,7301,88,0,,2,6.0,4.0,,0
2018GQ0071362,11630,1,7315,56,0,,2,6.0,4.0,,0
2018GQ0071504,11631,1,7310,19,0,5.0,2,4.0,1.0,50.0,0
2018GQ0071527,11632,1,7317,18,15,1.0,1,6.0,4.0,,0
2018GQ0071891,11633,1,7316,41,0,5.0,1,4.0,1.0,75.0,0
2018GQ0071914,11634,1,7322,55,0,,1,6.0,4.0,,0
2018GQ0072012,11635,1,7310,20,15,4.0,2,1.0,4.0,10.0,1
2018GQ0072247,11636,1,7301,22,0,5.0,1,4.0,1.0,60.0,0
2018GQ0072385,11637,1,7301,19,0,5.0,1,4.0,1.0,55.0,0
2018GQ0072534,11638,1,7312,23,0,5.0,1,4.0,1.0,64.0,0
2018GQ0072614,11639,1,7307,70,0,,1,6.0,2.0,,0
2018GQ0072637,11640,1,7305,48,0,,1,6.0,4.0,,0
2018GQ0072649,11641,1,7301,21,0,5.0,1,4.0,1.0,50.0,0
2018GQ0072802,11642,1,7316,17,14,,1,6.0,4.0,,0
2018GQ0072839,11643,1,7313,94,0,,2,6.0,4.0,,0
2018GQ0072955,11644,1,7312,21,0,5.0,1,4.0,1.0,68.0,0
2018GQ0073051,11645,1,7313,20,15,2.0,2,6.0,4.0,10.0,0
2018GQ0073152,11646,1,7310,30,15,9.0,1,3.0,2.0,,1
2018GQ0073436,11647,1,7314,85,0,,2,6.0,4.0,,0
2018GQ0073447,11648,1,7310,28,15,5.0,1,1.0,2.0,70.0,1
2018GQ0073534,11649,1,7309,94,0,,2,6.0,4.0,,0
2018GQ0073788,11650,1,7316,90,0,,1,6.0,2.0,,0
2018GQ0073832,11651,1,7301,21,0,5.0,1,4.0,1.0,50.0,0
2018GQ0073877,11652,1,7301,19,0,5.0,1,4.0,1.0,52.0,0
2018GQ0073956,11653,1,7301,26,0,5.0,1,4.0,1.0,45.0,0
2018GQ0073985,11654,1,7310,26,0,5.0,1,4.0,1.0,63.0,0
2018GQ0074125,11655,1,7321,25,0,5.0,1,4.0,1.0,84.0,0
2018GQ0074203,11656,1,7320,40,0,,1,6.0,2.0,,0
2018GQ0074216,11657,1,7320,84,0,,2,6.0,4.0,,0
2018GQ0074498,11658,1,7317,58,0,,1,6.0,4.0,,0
2018GQ0074501,11659,1,7310,32,0,1.0,1,3.0,2.0,,1
2018GQ0074508,11660,1,7310,19,15,1.0,1,6.0,4.0,25.0,0
2018GQ0074611,11661,1,7322,40,0,,1,6.0,4.0,,0
2018GQ0074637,11662,1,7317,61,0,,2,6.0,4.0,,0
2018GQ0074705,11663,1,7301,83,0,,1,6.0,2.0,,0
2018GQ0074867,11664,1,7301,20,0,5.0,1,4.0,1.0,75.0,0
2018GQ0074910,11665,1,7303,81,0,,2,6.0,4.0,,0
2018GQ0075030,11666,1,7303,51,0,,1,6.0,4.0,,0
2018GQ0075112,11667,1,7316,29,15,5.0,1,4.0,1.0,25.0,0
2018GQ0075215,11668,1,7321,25,0,5.0,1,4.0,1.0,81.0,0
2018GQ0075220,11669,1,7310,26,15,5.0,1,4.0,1.0,50.0,0
2018GQ0075242,11670,1,7310,17,15,8.0,2,6.0,4.0,25.0,0
2018GQ0075311,11671,1,7306,68,0,,1,6.0,4.0,,0
2018GQ0075469,11672,1,7316,23,0,5.0,1,4.0,1.0,96.0,0
2018GQ0075550,11673,1,7319,31,0,,1,6.0,4.0,,0
2018GQ0075597,11674,1,7312,28,0,5.0,1,4.0,1.0,70.0,0
2018GQ0075602,11675,1,7310,22,0,5.0,1,4.0,1.0,78.0,0
2018GQ0075603,11676,1,7303,79,0,,1,6.0,4.0,,0
2018GQ0075661,11677,1,7301,21,0,5.0,1,4.0,1.0,55.0,0
2018GQ0075698,11678,1,7310,20,15,1.0,2,6.0,4.0,38.0,0
2018GQ0075769,11679,1,7310,24,15,1.0,2,6.0,4.0,20.0,0
2018GQ0075803,11680,1,7322,66,0,,1,6.0,4.0,,0
2018GQ0075811,11681,1,7318,32,0,1.0,1,3.0,2.0,,1
2018GQ0075875,11682,1,7321,70,0,,1,6.0,2.0,,0
2018GQ0075908,11683,1,7301,24,0,5.0,1,4.0,1.0,50.0,0
2018GQ0076308,11684,1,7322,15,13,,1,,,,0
2018GQ0076413,11685,1,7310,18,15,1.0,2,6.0,4.0,20.0,0
2018GQ0076905,11686,1,7316,20,0,5.0,1,4.0,1.0,40.0,0
2018GQ0077018,11687,1,7310,21,0,5.0,1,4.0,1.0,65.0,0
2018GQ0077141,11688,1,7310,23,0,5.0,1,4.0,1.0,99.0,0
2018GQ0077155,11689,1,7303,65,0,,1,6.0,4.0,,0
2018GQ0077181,11690,1,7312,19,0,5.0,1,4.0,1.0,60.0,0
2018GQ0077321,11691,1,7304,26,0,,2,6.0,4.0,,0
2018GQ0077497,11692,1,7301,19,0,5.0,1,4.0,1.0,55.0,0
2018GQ0077505,11693,1,7314,55,0,1.0,1,6.0,4.0,,0
2018GQ0077599,11694,1,7306,84,0,,2,6.0,4.0,,0
2018GQ0077651,11695,1,7301,23,0,5.0,1,4.0,1.0,50.0,0
2018GQ0077726,11696,1,7318,49,0,,1,6.0,4.0,,0
2018GQ0077783,11697,1,7310,69,0,1.0,2,1.0,4.0,50.0,1
2018GQ0077804,11698,1,7316,83,13,,1,6.0,4.0,,0
2018GQ0078144,11699,1,7318,16,14,,1,6.0,,,0
2018GQ0078176,11700,1,7303,53,0,,1,6.0,4.0,,0
2018GQ0078232,11701,1,7315,66,0,6.0,2,6.0,4.0,5.0,0
2018GQ0078248,11702,1,7301,19,0,5.0,1,4.0,1.0,50.0,0
2018GQ0078399,11703,1,7322,49,0,,1,6.0,4.0,,0
2018GQ0078443,11704,1,7310,26,0,5.0,1,4.0,1.0,99.0,0
2018GQ0078449,11705,1,7301,18,14,5.0,1,4.0,1.0,81.0,0
2018GQ0078985,11706,1,7310,18,15,5.0,2,1.0,4.0,10.0,1
2018GQ0079046,11707,1,7321,25,0,5.0,1,4.0,1.0,81.0,0
2018GQ0079089,11708,1,7316,52,0,1.0,1,6.0,4.0,40.0,0
2018GQ0079361,11709,1,7304,64,0,,1,6.0,4.0,,0
2018GQ0079462,11710,1,7315,19,15,,2,6.0,4.0,,0
2018GQ0079556,11711,1,7310,20,0,5.0,1,4.0,1.0,20.0,0
2018GQ0079873,11712,1,7316,22,15,5.0,1,4.0,1.0,85.0,0
2018GQ0079895,11713,1,7316,21,0,5.0,2,6.0,2.0,75.0,0
2018GQ0079899,11714,1,7301,22,0,5.0,2,4.0,1.0,50.0,0
2018GQ0079992,11715,1,7316,20,0,,2,6.0,4.0,,0
2018GQ0080063,11716,1,7313,16,13,,1,6.0,,,0
2018GQ0080132,11717,1,7312,18,0,5.0,1,4.0,1.0,45.0,0
2018GQ0080354,11718,1,7301,22,0,5.0,1,4.0,1.0,35.0,0
2018GQ0080395,11719,1,7310,24,0,5.0,1,4.0,1.0,40.0,0
2018GQ0080404,11720,1,7315,73,0,,2,6.0,4.0,,0
2018GQ0080785,11721,1,7319,40,0,,1,6.0,4.0,,0
2018GQ0080796,11722,1,7317,18,15,,1,6.0,4.0,,0
2018GQ0080829,11723,1,7301,24,0,5.0,1,4.0,1.0,60.0,0
2018GQ0080866,11724,1,7316,60,0,,2,6.0,4.0,,0
2018GQ0080921,11725,1,7303,18,14,,2,6.0,4.0,,0
2018GQ0081241,11726,1,7319,17,0,6.0,1,6.0,4.0,40.0,0
2018GQ0081345,11727,1,7310,84,0,,2,6.0,4.0,,0
2018GQ0081349,11728,1,7316,36,0,1.0,1,6.0,4.0,30.0,0
2018GQ0081360,11729,1,7315,21,15,1.0,2,6.0,4.0,20.0,0
2018GQ0081427,11730,1,7319,25,0,1.0,1,6.0,4.0,40.0,0
2018GQ0081428,11731,1,7316,63,0,,1,6.0,4.0,,0
2018GQ0081510,11732,1,7315,18,15,1.0,2,6.0,4.0,20.0,0
2018GQ0081511,11733,1,7314,64,0,,2,6.0,4.0,,0
2018GQ0081548,11734,1,7310,22,0,5.0,1,4.0,1.0,68.0,0
2018GQ0081736,11735,1,7321,82,0,,2,6.0,4.0,,0
2018GQ0081784,11736,1,7316,23,0,5.0,1,4.0,1.0,78.0,0
2018GQ0081939,11737,1,7322,56,0,,1,6.0,2.0,,0
2018GQ0082005,11738,1,7301,21,0,5.0,1,4.0,1.0,72.0,0
2018GQ0082010,11739,1,7320,69,0,,2,6.0,4.0,,0
2018GQ0082089,11740,1,7303,27,0,1.0,1,1.0,4.0,25.0,1
2018GQ0082110,11741,1,7307,64,0,,1,6.0,2.0,,0
2018GQ0082417,11742,1,7306,48,0,1.0,1,1.0,4.0,40.0,1
2018GQ0082449,11743,1,7316,36,0,1.0,1,6.0,4.0,30.0,0
2018GQ0082516,11744,1,7301,22,0,5.0,1,4.0,1.0,60.0,0
2018GQ0082608,11745,1,7303,22,0,1.0,1,6.0,4.0,,0
2018GQ0082671,11746,1,7316,47,0,,2,6.0,4.0,,0
2018GQ0082757,11747,1,7310,20,0,5.0,1,4.0,1.0,75.0,0
2018GQ0082929,11748,1,7314,79,13,,2,6.0,4.0,,0
2018GQ0083246,11749,1,7317,41,0,1.0,1,1.0,4.0,60.0,1
2018GQ0083354,11750,1,7312,22,0,5.0,1,4.0,1.0,70.0,0
2018GQ0083443,11751,1,7303,20,15,4.0,2,1.0,4.0,10.0,1
2018GQ0083468,11752,1,7302,55,0,,2,6.0,4.0,,0
2018GQ0083494,11753,1,7316,30,0,,1,6.0,4.0,,0
2018GQ0083523,11754,1,7321,26,0,1.0,1,1.0,4.0,40.0,1
2018GQ0083604,11755,1,7305,19,15,,2,6.0,4.0,,0
2018GQ0083630,11756,1,7310,18,0,1.0,1,1.0,2.0,32.0,1
2018GQ0083781,11757,1,7301,21,0,5.0,1,4.0,1.0,55.0,0
2018GQ0083925,11758,1,7322,32,0,1.0,2,6.0,4.0,40.0,0
2018GQ0084136,11759,1,7317,18,15,1.0,2,6.0,4.0,,0
2018GQ0084162,11760,1,7306,20,0,1.0,2,6.0,4.0,40.0,0
2018GQ0084373,11761,1,7317,20,15,1.0,1,6.0,4.0,,0
2018GQ0084555,11762,1,7316,28,0,,2,6.0,4.0,,0
2018GQ0084630,11763,1,7313,25,0,1.0,2,6.0,4.0,,0
2018GQ0084655,11764,1,7301,24,0,5.0,1,4.0,1.0,40.0,0
2018GQ0084672,11765,1,7322,23,0,,1,6.0,4.0,,0
2018GQ0084756,11766,1,7304,20,14,1.0,1,6.0,4.0,40.0,0
2018GQ0084805,11767,1,7310,19,0,5.0,1,4.0,1.0,99.0,0
2018GQ0084921,11768,1,7319,59,0,1.0,1,6.0,4.0,40.0,0
2018GQ0084934,11769,1,7316,21,0,5.0,1,4.0,1.0,99.0,0
2018GQ0085209,11770,1,7313,55,0,,2,6.0,4.0,,0
2018GQ0085292,11771,1,7317,77,0,,2,6.0,2.0,,0
2018GQ0085384,11772,1,7321,43,16,5.0,2,4.0,3.0,85.0,0
2018GQ0085598,11773,1,7319,37,0,1.0,1,6.0,4.0,40.0,0
2018GQ0085652,11774,1,7302,20,0,,1,6.0,4.0,,0
2018GQ0085674,11775,1,7315,13,10,,1,,,,0
2018GQ0085704,11776,1,7301,22,0,5.0,2,4.0,1.0,50.0,0
2018GQ0085734,11777,1,7310,21,15,,2,6.0,4.0,,0
2018GQ0085773,11778,1,7307,82,0,,1,6.0,2.0,,0
