SERIALNO,HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,isinlaborforce
2018HU0754568,18332,1,7302,72,0,,1,6.0,4.0,,0
2018HU0754568,18332,2,7302,70,0,,2,6.0,4.0,,0
2018HU0754593,18333,1,7321,80,0,,2,6.0,4.0,,0
2018HU0754602,18334,1,7320,25,0,1.0,1,1.0,4.0,80.0,1
2018HU0754602,18334,2,7320,23,0,,2,6.0,4.0,,0
2018HU0754602,18334,3,7320,3,0,,2,,,,0
2018HU0754602,18334,4,7320,1,0,,2,,,,0
2018HU0754602,18334,5,7320,56,0,,2,6.0,4.0,,0
2018HU0754602,18334,6,7320,5,3,,1,,,,0
2018HU0754604,18335,1,7320,41,0,5.0,1,1.0,4.0,40.0,1
2018HU0754604,18335,2,7320,42,0,1.0,2,2.0,4.0,7.0,1
2018HU0754604,18335,3,7320,17,14,6.0,2,1.0,4.0,2.0,1
2018HU0754604,18335,4,7320,15,12,,2,,,,0
2018HU0754604,18335,5,7320,13,10,,2,,,,0
2018HU0754604,18335,6,7320,11,8,,2,,,,0
2018HU0754604,18335,7,7320,9,6,,1,,,,0
2018HU0754604,18335,8,7320,7,4,,1,,,,0
2018HU0754675,18336,1,7308,27,0,1.0,1,1.0,4.0,60.0,1
2018HU0754675,18336,2,7308,28,0,1.0,2,1.0,4.0,24.0,1
2018HU0754675,18336,3,7308,42,0,1.0,1,1.0,4.0,35.0,1
2018HU0754732,18337,1,7301,41,0,1.0,1,1.0,2.0,40.0,1
2018HU0754732,18337,2,7301,40,0,3.0,2,1.0,4.0,60.0,1
2018HU0754732,18337,3,7301,7,4,,1,,,,0
2018HU0754732,18337,4,7301,5,2,,2,,,,0
2018HU0755039,18338,1,7317,46,0,6.0,1,1.0,4.0,70.0,1
2018HU0755235,18339,1,7316,64,0,6.0,1,1.0,4.0,30.0,1
2018HU0755335,18340,1,7310,67,0,6.0,2,6.0,4.0,,0
2018HU0755336,18341,1,7321,85,0,,2,6.0,4.0,,0
2018HU0755519,18342,1,7302,94,0,,1,6.0,2.0,,0
2018HU0755519,18342,2,7302,61,0,,2,6.0,4.0,,0
2018HU0755666,18343,1,7310,75,0,,2,6.0,4.0,,0
2018HU0755666,18343,2,7310,78,0,,1,6.0,2.0,,0
2018HU0755682,18344,1,7310,19,15,2.0,2,1.0,4.0,8.0,1
2018HU0755776,18345,1,7312,49,0,1.0,2,1.0,4.0,40.0,1
2018HU0755776,18345,2,7312,51,0,6.0,1,1.0,4.0,40.0,1
2018HU0755776,18345,3,7312,16,12,,1,6.0,,,0
2018HU0755776,18345,4,7312,13,10,,2,,,,0
2018HU0755776,18345,5,7312,36,0,1.0,1,1.0,4.0,20.0,1
2018HU0755983,18346,1,7311,57,0,1.0,1,1.0,4.0,50.0,1
2018HU0755983,18346,2,7311,58,0,,2,6.0,4.0,,0
2018HU0755995,18347,1,7320,30,0,7.0,1,1.0,4.0,40.0,1
2018HU0755995,18347,2,7320,29,0,1.0,2,1.0,4.0,36.0,1
2018HU0756026,18348,1,7319,60,0,4.0,2,1.0,4.0,45.0,1
2018HU0756153,18349,1,7301,61,0,,2,6.0,4.0,,0
2018HU0756153,18349,2,7301,64,0,,1,6.0,2.0,,0
2018HU0756158,18350,1,7321,56,0,1.0,2,1.0,4.0,40.0,1
2018HU0756158,18350,2,7321,29,0,4.0,2,1.0,4.0,40.0,1
2018HU0756158,18350,3,7321,25,0,9.0,2,3.0,4.0,,1
2018HU0756158,18350,4,7321,31,0,1.0,1,1.0,4.0,30.0,1
2018HU0756377,18351,1,7308,18,15,,2,6.0,4.0,,0
2018HU0756377,18351,2,7308,21,0,1.0,1,1.0,4.0,30.0,1
2018HU0756377,18351,3,7308,19,0,1.0,1,1.0,4.0,16.0,1
2018HU0756444,18352,1,7309,58,0,2.0,1,1.0,4.0,40.0,1
2018HU0756444,18352,2,7309,53,0,1.0,2,1.0,4.0,30.0,1
2018HU0756544,18353,1,7301,73,0,,2,6.0,4.0,,0
2018HU0756544,18353,2,7301,53,0,1.0,2,1.0,4.0,45.0,1
2018HU0756544,18353,3,7301,50,0,1.0,2,1.0,4.0,45.0,1
2018HU0756641,18354,1,7316,42,0,1.0,1,1.0,4.0,40.0,1
2018HU0756641,18354,2,7316,41,0,3.0,2,1.0,4.0,32.0,1
2018HU0756731,18355,1,7313,28,0,5.0,1,6.0,2.0,40.0,0
2018HU0757125,18356,1,7316,52,0,1.0,2,1.0,4.0,55.0,1
2018HU0757391,18357,1,7314,48,0,3.0,2,1.0,4.0,40.0,1
2018HU0757391,18357,2,7314,26,0,3.0,1,1.0,4.0,40.0,1
2018HU0757391,18357,3,7314,0,0,,2,,,,0
2018HU0757543,18358,1,7309,79,0,,2,6.0,4.0,,0
2018HU0757663,18359,1,7316,47,0,1.0,2,1.0,4.0,40.0,1
2018HU0757677,18360,1,7319,78,0,,1,6.0,2.0,,0
2018HU0757677,18360,2,7319,75,0,,2,6.0,4.0,,0
2018HU0757973,18361,1,7322,82,0,,2,6.0,4.0,,0
2018HU0758373,18362,1,7317,55,0,6.0,2,1.0,4.0,20.0,1
2018HU0758373,18362,2,7317,63,0,6.0,1,1.0,4.0,50.0,1
2018HU0758398,18363,1,7309,27,15,1.0,2,1.0,4.0,40.0,1
2018HU0758398,18363,2,7309,55,0,1.0,1,1.0,4.0,40.0,1
2018HU0758398,18363,3,7309,40,0,6.0,2,1.0,4.0,40.0,1
2018HU0758398,18363,4,7309,12,9,,1,,,,0
2018HU0758398,18363,5,7309,6,2,,1,,,,0
2018HU0758484,18364,1,7310,34,16,4.0,2,2.0,4.0,45.0,1
2018HU0758484,18364,2,7310,34,0,1.0,1,1.0,4.0,77.0,1
2018HU0758484,18364,3,7310,0,0,,1,,,,0
2018HU0758501,18365,1,7321,50,0,6.0,1,2.0,4.0,60.0,1
2018HU0758501,18365,2,7321,51,0,1.0,2,1.0,4.0,40.0,1
2018HU0758501,18365,3,7321,26,0,1.0,2,1.0,4.0,40.0,1
2018HU0758501,18365,4,7321,1,0,,2,,,,0
2018HU0758520,18366,1,7316,86,16,,1,6.0,4.0,,0
2018HU0758520,18366,2,7316,34,14,2.0,2,1.0,4.0,38.0,1
2018HU0758520,18366,3,7316,2,0,,2,,,,0
2018HU0758520,18366,4,7316,34,0,4.0,1,1.0,4.0,40.0,1
2018HU0758821,18367,1,7309,22,0,1.0,2,1.0,4.0,35.0,1
2018HU0758821,18367,2,7309,24,0,1.0,1,1.0,4.0,40.0,1
2018HU0758821,18367,3,7309,23,0,1.0,1,1.0,4.0,99.0,1
2018HU0758821,18367,4,7309,22,0,2.0,1,1.0,4.0,40.0,1
2018HU0759069,18368,1,7317,31,0,1.0,1,1.0,4.0,45.0,1
2018HU0759069,18368,2,7317,30,0,1.0,2,1.0,4.0,40.0,1
2018HU0759208,18369,1,7303,58,0,1.0,2,2.0,4.0,45.0,1
2018HU0759208,18369,2,7303,65,0,6.0,1,1.0,4.0,30.0,1
2018HU0759208,18369,3,7303,18,15,1.0,1,1.0,4.0,20.0,1
2018HU0759368,18370,1,7302,44,0,1.0,1,1.0,4.0,45.0,1
2018HU0759368,18370,2,7302,42,0,,2,6.0,4.0,,0
2018HU0759368,18370,3,7302,5,2,,2,,,,0
2018HU0759368,18370,4,7302,2,0,,1,,,,0
2018HU0759454,18371,1,7314,62,0,1.0,2,1.0,4.0,10.0,1
2018HU0759454,18371,2,7314,71,0,,1,6.0,4.0,,0
2018HU0759454,18371,3,7314,38,0,3.0,2,1.0,4.0,35.0,1
2018HU0759539,18372,1,7310,36,0,1.0,1,1.0,4.0,40.0,1
2018HU0759539,18372,2,7310,32,15,1.0,2,6.0,4.0,18.0,0
2018HU0759850,18373,1,7314,34,0,1.0,1,1.0,4.0,45.0,1
2018HU0759993,18374,1,7310,41,0,6.0,1,1.0,4.0,60.0,1
2018HU0759993,18374,2,7310,37,0,6.0,2,1.0,4.0,60.0,1
2018HU0760146,18375,1,7322,40,0,1.0,1,1.0,4.0,40.0,1
2018HU0760146,18375,2,7322,41,0,1.0,2,6.0,4.0,,0
2018HU0760146,18375,3,7322,16,12,,2,6.0,,,0
2018HU0760146,18375,4,7322,14,10,,2,,,,0
2018HU0760146,18375,5,7322,11,8,,1,,,,0
2018HU0760146,18375,6,7322,9,7,,2,,,,0
2018HU0760300,18376,1,7306,56,0,1.0,2,1.0,4.0,40.0,1
2018HU0760300,18376,2,7306,32,0,3.0,1,1.0,4.0,40.0,1
2018HU0760360,18377,1,7316,70,0,1.0,2,6.0,4.0,,0
2018HU0760419,18378,1,7305,35,0,1.0,2,1.0,4.0,40.0,1
2018HU0760419,18378,2,7305,36,0,1.0,1,1.0,4.0,45.0,1
2018HU0760678,18379,1,7316,53,0,1.0,2,6.0,4.0,18.0,0
2018HU0760720,18380,1,7305,75,0,,2,6.0,4.0,,0
2018HU0760730,18381,1,7308,61,0,1.0,1,1.0,4.0,40.0,1
2018HU0760730,18381,2,7308,60,0,,2,6.0,4.0,,0
2018HU0760752,18382,1,7314,32,0,1.0,2,1.0,4.0,70.0,1
2018HU0760918,18383,1,7307,54,0,1.0,1,1.0,2.0,40.0,1
2018HU0760918,18383,2,7307,53,0,1.0,2,1.0,4.0,40.0,1
2018HU0760918,18383,3,7307,21,0,1.0,1,1.0,4.0,20.0,1
2018HU0760918,18383,4,7307,20,0,1.0,2,3.0,4.0,20.0,1
2018HU0760971,18384,1,7301,26,0,7.0,1,1.0,4.0,40.0,1
2018HU0760971,18384,2,7301,39,0,7.0,1,1.0,4.0,40.0,1
2018HU0761002,18385,1,7307,51,0,5.0,1,1.0,4.0,40.0,1
2018HU0761002,18385,2,7307,50,0,1.0,2,1.0,4.0,24.0,1
2018HU0761002,18385,3,7307,19,15,1.0,1,6.0,4.0,40.0,0
2018HU0761077,18386,1,7313,73,0,,1,6.0,4.0,,0
2018HU0761220,18387,1,7308,82,0,,1,6.0,2.0,,0
2018HU0761220,18387,2,7308,80,0,,2,6.0,4.0,,0
2018HU0761315,18388,1,7304,52,0,1.0,1,1.0,2.0,60.0,1
2018HU0761315,18388,2,7304,50,0,,2,6.0,4.0,,0
2018HU0761315,18388,3,7304,16,12,,1,6.0,,,0
2018HU0761361,18389,1,7315,56,0,6.0,2,1.0,4.0,40.0,1
2018HU0761361,18389,2,7315,33,0,1.0,1,1.0,4.0,40.0,1
2018HU0761361,18389,3,7315,30,0,1.0,2,1.0,4.0,40.0,1
2018HU0761607,18390,1,7304,58,0,,1,6.0,4.0,,0
2018HU0761607,18390,2,7304,64,0,6.0,2,1.0,4.0,30.0,1
2018HU0761816,18391,1,7321,44,0,1.0,1,1.0,4.0,57.0,1
2018HU0761816,18391,2,7321,21,0,1.0,2,1.0,4.0,20.0,1
2018HU0761816,18391,3,7321,19,15,1.0,2,1.0,4.0,14.0,1
2018HU0761816,18391,4,7321,10,7,,1,,,,0
2018HU0762049,18392,1,7309,37,0,1.0,2,1.0,4.0,40.0,1
2018HU0762049,18392,2,7309,9,5,,1,,,,0
2018HU0762049,18392,3,7309,7,4,,2,,,,0
2018HU0762324,18393,1,7311,46,0,,2,6.0,4.0,,0
2018HU0762324,18393,2,7311,59,0,4.0,1,1.0,4.0,45.0,1
2018HU0762509,18394,1,7318,79,0,5.0,2,6.0,4.0,,0
2018HU0762509,18394,2,7318,25,0,,1,6.0,4.0,,0
2018HU0762509,18394,3,7318,18,14,,1,6.0,4.0,,0
2018HU0762864,18395,1,7316,30,0,1.0,2,1.0,4.0,40.0,1
2018HU0762864,18395,2,7316,30,0,1.0,2,1.0,4.0,40.0,1
2018HU0763157,18396,1,7315,68,0,1.0,2,6.0,4.0,,0
2018HU0763341,18397,1,7318,67,0,1.0,1,1.0,2.0,20.0,1
2018HU0763341,18397,2,7318,69,0,,2,6.0,4.0,,0
2018HU0763341,18397,3,7318,34,0,1.0,1,3.0,4.0,40.0,1
2018HU0763403,18398,1,7313,31,0,1.0,2,1.0,4.0,25.0,1
2018HU0763454,18399,1,7304,68,0,5.0,1,6.0,2.0,,0
2018HU0763454,18399,2,7304,61,0,5.0,2,1.0,4.0,40.0,1
2018HU0763575,18400,1,7308,66,0,,2,6.0,4.0,,0
2018HU0763855,18401,1,7308,28,0,1.0,2,2.0,4.0,40.0,1
2018HU0763855,18401,2,7308,35,15,1.0,1,1.0,4.0,40.0,1
2018HU0763885,18402,1,7319,44,0,6.0,1,1.0,4.0,40.0,1
2018HU0763885,18402,2,7319,46,0,1.0,2,1.0,4.0,40.0,1
2018HU0763885,18402,3,7319,9,4,,1,,,,0
2018HU0763885,18402,4,7319,7,3,,1,,,,0
2018HU0764224,18403,1,7311,33,0,1.0,1,1.0,4.0,50.0,1
2018HU0764224,18403,2,7311,32,0,1.0,2,1.0,4.0,55.0,1
2018HU0764595,18404,1,7319,62,0,,1,6.0,4.0,,0
2018HU0764595,18404,2,7319,83,0,,2,6.0,4.0,,0
2018HU0764665,18405,1,7308,65,0,1.0,1,1.0,2.0,40.0,1
2018HU0764665,18405,2,7308,63,0,1.0,2,1.0,4.0,40.0,1
2018HU0764665,18405,3,7308,63,0,6.0,2,1.0,4.0,30.0,1
2018HU0764670,18406,1,7306,31,0,,2,6.0,4.0,,0
2018HU0764670,18406,2,7306,19,15,,2,6.0,4.0,,0
2018HU0764670,18406,3,7306,17,13,,2,6.0,4.0,,0
2018HU0764670,18406,4,7306,14,10,,1,,,,0
2018HU0764670,18406,5,7306,7,0,,2,,,,0
2018HU0764670,18406,6,7306,1,0,,1,,,,0
2018HU0764670,18406,7,7306,37,0,1.0,1,1.0,4.0,20.0,1
2018HU0764680,18407,1,7315,29,0,1.0,2,1.0,4.0,38.0,1
2018HU0764680,18407,2,7315,11,7,,2,,,,0
2018HU0764680,18407,3,7315,9,6,,2,,,,0
2018HU0764680,18407,4,7315,7,3,,2,,,,0
2018HU0764680,18407,5,7315,5,1,,1,,,,0
2018HU0764680,18407,6,7315,40,0,1.0,1,1.0,4.0,40.0,1
2018HU0764680,18407,7,7315,38,0,,2,6.0,4.0,,0
2018HU0764825,18408,1,7310,83,0,,2,6.0,4.0,,0
2018HU0764825,18408,2,7310,86,0,,1,6.0,2.0,,0
2018HU0764828,18409,1,7313,67,0,1.0,2,1.0,4.0,50.0,1
2018HU0764828,18409,2,7313,70,0,,2,6.0,4.0,,0
2018HU0764828,18409,3,7313,50,0,1.0,1,3.0,4.0,20.0,1
2018HU0764974,18410,1,7320,45,0,5.0,1,1.0,4.0,50.0,1
2018HU0764974,18410,2,7320,46,0,,2,6.0,4.0,,0
2018HU0764974,18410,3,7320,24,15,1.0,2,1.0,4.0,24.0,1
2018HU0764974,18410,4,7320,20,15,1.0,2,6.0,4.0,,0
2018HU0764977,18411,1,7322,28,15,5.0,2,1.0,2.0,40.0,1
2018HU0764977,18411,2,7322,1,0,,2,,,,0
2018HU0765013,18412,1,7321,42,0,6.0,2,1.0,4.0,30.0,1
2018HU0765013,18412,2,7321,43,0,1.0,1,1.0,4.0,40.0,1
2018HU0765013,18412,3,7321,7,4,,2,,,,0
2018HU0765116,18413,1,7316,46,0,1.0,1,1.0,4.0,40.0,1
2018HU0765116,18413,2,7316,55,0,1.0,1,1.0,4.0,40.0,1
2018HU0765188,18414,1,7305,78,0,,2,6.0,4.0,,0
2018HU0765318,18415,1,7318,32,0,1.0,2,1.0,4.0,30.0,1
2018HU0765318,18415,2,7318,32,0,1.0,1,6.0,4.0,40.0,0
2018HU0765318,18415,3,7318,11,7,,1,,,,0
2018HU0765318,18415,4,7318,8,4,,1,,,,0
2018HU0765372,18416,1,7322,85,0,,2,6.0,4.0,,0
2018HU0765372,18416,2,7322,49,15,1.0,2,1.0,4.0,50.0,1
2018HU0765372,18416,3,7322,47,0,1.0,1,3.0,3.0,,1
2018HU0765659,18417,1,7321,62,0,1.0,2,1.0,4.0,40.0,1
2018HU0765659,18417,2,7321,24,15,1.0,2,1.0,4.0,20.0,1
2018HU0765718,18418,1,7314,58,0,1.0,1,1.0,4.0,40.0,1
2018HU0765806,18419,1,7306,74,0,,2,6.0,4.0,,0
2018HU0766140,18420,1,7313,76,0,,2,6.0,4.0,,0
2018HU0766273,18421,1,7309,60,0,5.0,1,1.0,2.0,40.0,1
2018HU0766431,18422,1,7320,37,0,2.0,2,1.0,4.0,36.0,1
2018HU0766431,18422,2,7320,39,0,1.0,1,1.0,4.0,34.0,1
2018HU0766431,18422,3,7320,67,0,,2,6.0,4.0,,0
2018HU0766509,18423,1,7313,55,0,1.0,1,2.0,4.0,53.0,1
2018HU0766509,18423,2,7313,15,11,,1,,,,0
2018HU0766570,18424,1,7322,71,0,,1,6.0,4.0,,0
2018HU0766570,18424,2,7322,72,0,,2,6.0,4.0,,0
2018HU0766871,18425,1,7320,62,0,6.0,2,1.0,4.0,40.0,1
2018HU0766929,18426,1,7315,51,0,1.0,1,1.0,4.0,35.0,1
2018HU0766929,18426,2,7315,53,0,6.0,2,1.0,4.0,10.0,1
2018HU0766929,18426,3,7315,27,0,,1,6.0,4.0,,0
2018HU0767020,18427,1,7322,32,0,5.0,1,4.0,1.0,40.0,0
2018HU0767020,18427,2,7322,5,2,,1,,,,0
2018HU0767020,18427,3,7322,2,0,,2,,,,0
2018HU0767190,18428,1,7314,36,16,5.0,1,1.0,4.0,40.0,1
2018HU0767190,18428,2,7314,66,0,5.0,1,1.0,2.0,40.0,1
2018HU0767235,18429,1,7303,69,0,,2,6.0,4.0,,0
2018HU0767235,18429,2,7303,73,0,,1,6.0,2.0,,0
2018HU0767291,18430,1,7312,94,0,,2,6.0,4.0,,0
2018HU0767291,18430,2,7312,67,0,,2,6.0,4.0,,0
2018HU0767292,18431,1,7313,46,0,1.0,1,1.0,4.0,25.0,1
2018HU0767292,18431,2,7313,44,0,,2,6.0,4.0,,0
2018HU0767292,18431,3,7313,21,14,1.0,1,1.0,4.0,24.0,1
2018HU0767292,18431,4,7313,21,14,1.0,1,1.0,4.0,25.0,1
2018HU0767292,18431,5,7313,17,14,,1,6.0,4.0,,0
2018HU0767292,18431,6,7313,12,8,,1,,,,0
2018HU0767292,18431,7,7313,8,4,,2,,,,0
2018HU0767345,18432,1,7310,50,0,1.0,2,1.0,4.0,40.0,1
2018HU0767345,18432,2,7310,48,0,6.0,1,1.0,4.0,40.0,1
2018HU0767372,18433,1,7314,39,0,3.0,2,1.0,4.0,40.0,1
2018HU0767628,18434,1,7306,61,0,1.0,1,6.0,4.0,,0
2018HU0767682,18435,1,7308,29,0,2.0,2,1.0,4.0,40.0,1
2018HU0767682,18435,2,7308,33,0,1.0,1,1.0,4.0,40.0,1
2018HU0767850,18436,1,7305,67,0,5.0,1,6.0,4.0,40.0,0
2018HU0767850,18436,2,7305,61,0,2.0,2,1.0,4.0,30.0,1
2018HU0767850,18436,3,7305,94,0,1.0,1,6.0,2.0,40.0,0
2018HU0768134,18437,1,7310,40,0,7.0,1,1.0,4.0,40.0,1
2018HU0768134,18437,2,7310,34,0,1.0,1,1.0,4.0,40.0,1
2018HU0768134,18437,3,7310,23,0,,2,6.0,4.0,,0
2018HU0768254,18438,1,7301,31,0,3.0,2,1.0,4.0,40.0,1
2018HU0768254,18438,2,7301,31,0,4.0,1,1.0,4.0,80.0,1
2018HU0768254,18438,3,7301,11,7,,1,,,,0
2018HU0768254,18438,4,7301,8,4,,1,,,,0
2018HU0768254,18438,5,7301,1,0,,1,,,,0
2018HU0768337,18439,1,7310,66,0,5.0,2,1.0,4.0,60.0,1
2018HU0768337,18439,2,7310,69,0,4.0,1,1.0,4.0,60.0,1
2018HU0768355,18440,1,7312,62,0,6.0,1,1.0,4.0,40.0,1
2018HU0768355,18440,2,7312,58,0,6.0,2,1.0,4.0,40.0,1
2018HU0768371,18441,1,7310,72,0,,1,6.0,4.0,,0
2018HU0768371,18441,2,7310,69,0,,2,6.0,4.0,,0
2018HU0768444,18442,1,7301,66,0,,2,6.0,4.0,,0
2018HU0768491,18443,1,7304,40,0,1.0,1,3.0,4.0,30.0,1
2018HU0768491,18443,2,7304,57,0,,2,6.0,4.0,,0
2018HU0768533,18444,1,7321,69,0,1.0,1,1.0,2.0,32.0,1
2018HU0768539,18445,1,7301,64,0,5.0,2,1.0,2.0,80.0,1
2018HU0768586,18446,1,7317,53,0,1.0,2,1.0,4.0,40.0,1
2018HU0768657,18447,1,7320,64,0,3.0,1,1.0,4.0,40.0,1
2018HU0768657,18447,2,7320,63,0,,2,6.0,4.0,,0
2018HU0768657,18447,3,7320,33,0,3.0,1,1.0,4.0,40.0,1
2018HU0768671,18448,1,7312,78,0,,2,6.0,4.0,,0
2018HU0768691,18449,1,7309,55,0,1.0,1,1.0,4.0,50.0,1
2018HU0768691,18449,2,7309,53,0,,2,6.0,4.0,,0
2018HU0768691,18449,3,7309,18,14,9.0,2,3.0,4.0,,1
2018HU0768693,18450,1,7316,49,0,6.0,2,6.0,4.0,,0
2018HU0768693,18450,2,7316,65,0,,1,6.0,2.0,,0
2018HU0768718,18451,1,7313,64,0,1.0,1,6.0,2.0,,0
2018HU0768740,18452,1,7302,66,0,,1,6.0,4.0,,0
2018HU0768754,18453,1,7318,36,0,1.0,2,1.0,4.0,40.0,1
2018HU0768754,18453,2,7318,12,8,,2,,,,0
2018HU0768754,18453,3,7318,10,6,,1,,,,0
2018HU0768754,18453,4,7318,4,1,,2,,,,0
2018HU0768754,18453,5,7318,34,0,1.0,1,1.0,4.0,25.0,1
2018HU0768825,18454,1,7306,48,0,1.0,1,1.0,4.0,40.0,1
2018HU0768825,18454,2,7306,52,0,1.0,2,1.0,4.0,45.0,1
2018HU0768825,18454,3,7306,26,0,3.0,2,1.0,4.0,40.0,1
2018HU0768825,18454,4,7306,29,0,1.0,2,1.0,4.0,40.0,1
2018HU0768825,18454,5,7306,9,6,,2,,,,0
2018HU0768825,18454,6,7306,3,0,,2,,,,0
2018HU0768825,18454,7,7306,0,0,,2,,,,0
2018HU0768825,18454,8,7306,26,15,1.0,1,1.0,4.0,40.0,1
2018HU0768860,18455,1,7319,51,0,5.0,1,1.0,2.0,40.0,1
2018HU0768901,18456,1,7318,62,0,1.0,1,1.0,4.0,40.0,1
2018HU0768939,18457,1,7318,54,0,1.0,2,1.0,4.0,40.0,1
2018HU0768939,18457,2,7318,54,0,6.0,1,1.0,4.0,15.0,1
2018HU0768939,18457,3,7318,24,0,1.0,2,1.0,4.0,40.0,1
2018HU0769025,18458,1,7319,47,0,1.0,2,6.0,4.0,,0
2018HU0769025,18458,2,7319,55,0,,1,6.0,2.0,,0
2018HU0769025,18458,3,7319,23,15,1.0,2,1.0,4.0,40.0,1
2018HU0769025,18458,4,7319,14,11,,2,,,,0
2018HU0769025,18458,5,7319,7,4,,2,,,,0
2018HU0769164,18459,1,7321,35,0,1.0,1,1.0,4.0,40.0,1
2018HU0769279,18460,1,7314,41,0,1.0,2,2.0,4.0,40.0,1
2018HU0769376,18461,1,7312,76,0,,2,6.0,4.0,,0
2018HU0769376,18461,2,7312,66,0,,2,6.0,4.0,,0
2018HU0769538,18462,1,7313,42,0,1.0,2,1.0,4.0,36.0,1
2018HU0769538,18462,2,7313,15,12,,2,,,,0
2018HU0769803,18463,1,7309,40,0,4.0,2,1.0,4.0,40.0,1
2018HU0769803,18463,2,7309,40,0,1.0,2,1.0,4.0,40.0,1
2018HU0769803,18463,3,7309,7,3,,2,,,,0
2018HU0769803,18463,4,7309,1,0,,2,,,,0
2018HU0770043,18464,1,7312,37,0,7.0,2,1.0,4.0,50.0,1
2018HU0770283,18465,1,7319,66,0,1.0,1,6.0,2.0,,0
2018HU0770283,18465,2,7319,67,0,6.0,2,1.0,4.0,10.0,1
2018HU0770283,18465,3,7319,36,0,1.0,1,1.0,2.0,40.0,1
2018HU0770515,18466,1,7313,40,0,1.0,1,1.0,4.0,60.0,1
2018HU0770515,18466,2,7313,8,4,,2,,,,0
2018HU0770515,18466,3,7313,7,3,,1,,,,0
2018HU0770515,18466,4,7313,38,15,1.0,2,6.0,4.0,,0
2018HU0770744,18467,1,7309,66,0,6.0,2,1.0,4.0,5.0,1
2018HU0770744,18467,2,7309,66,0,4.0,1,1.0,4.0,25.0,1
2018HU0770875,18468,1,7301,83,0,,2,6.0,4.0,,0
2018HU0770995,18469,1,7315,59,0,1.0,2,1.0,4.0,36.0,1
2018HU0770995,18469,2,7315,59,0,1.0,1,1.0,4.0,24.0,1
2018HU0771046,18470,1,7315,61,0,,1,6.0,2.0,,0
2018HU0771046,18470,2,7315,68,0,,1,6.0,4.0,,0
2018HU0771364,18471,1,7321,59,0,,2,6.0,4.0,,0
2018HU0771364,18471,2,7321,58,0,,2,6.0,4.0,,0
2018HU0771458,18472,1,7302,65,0,1.0,1,6.0,4.0,,0
2018HU0771458,18472,2,7302,62,0,,2,6.0,4.0,,0
2018HU0771485,18473,1,7309,44,0,1.0,1,1.0,4.0,40.0,1
2018HU0771485,18473,2,7309,43,0,6.0,2,6.0,4.0,,0
2018HU0771485,18473,3,7309,3,0,,1,,,,0
2018HU0771491,18474,1,7305,57,0,6.0,1,1.0,4.0,25.0,1
2018HU0771491,18474,2,7305,18,15,1.0,1,1.0,4.0,15.0,1
2018HU0771491,18474,3,7305,17,14,,2,6.0,4.0,,0
2018HU0771491,18474,4,7305,15,11,,1,,,,0
2018HU0771508,18475,1,7312,87,0,,2,6.0,4.0,,0
2018HU0771551,18476,1,7319,39,15,2.0,2,1.0,4.0,40.0,1
2018HU0771551,18476,2,7319,20,15,2.0,2,1.0,4.0,40.0,1
2018HU0771551,18476,3,7319,15,12,,2,,,,0
2018HU0771551,18476,4,7319,4,2,,2,,,,0
2018HU0771551,18476,5,7319,39,15,6.0,1,1.0,4.0,60.0,1
2018HU0771567,18477,1,7308,38,0,4.0,1,1.0,4.0,40.0,1
2018HU0771567,18477,2,7308,33,0,7.0,2,1.0,4.0,10.0,1
2018HU0771567,18477,3,7308,3,0,,2,,,,0
2018HU0771606,18478,1,7310,82,0,,2,6.0,4.0,,0
2018HU0771606,18478,2,7310,82,0,,1,6.0,2.0,,0
2018HU0771723,18479,1,7321,87,0,,1,6.0,2.0,,0
2018HU0771723,18479,2,7321,85,0,,2,6.0,4.0,,0
2018HU0771800,18480,1,7309,70,0,,1,6.0,4.0,,0
2018HU0771800,18480,2,7309,68,0,,2,6.0,4.0,,0
2018HU0771808,18481,1,7315,51,0,1.0,1,1.0,4.0,24.0,1
2018HU0771808,18481,2,7315,47,0,1.0,2,1.0,4.0,40.0,1
2018HU0771808,18481,3,7315,15,12,,1,,,,0
2018HU0771808,18481,4,7315,14,11,,1,,,,0
2018HU0771809,18482,1,7310,32,0,7.0,2,1.0,4.0,50.0,1
2018HU0771849,18483,1,7307,88,0,,2,6.0,4.0,,0
2018HU0771849,18483,2,7307,52,0,1.0,1,1.0,4.0,40.0,1
2018HU0772109,18484,1,7309,34,0,1.0,2,6.0,4.0,,0
2018HU0772109,18484,2,7309,33,0,7.0,1,1.0,4.0,50.0,1
2018HU0772109,18484,3,7309,5,0,,2,,,,0
2018HU0772109,18484,4,7309,2,0,,1,,,,0
2018HU0772234,18485,1,7304,71,0,,1,6.0,4.0,,0
2018HU0772234,18485,2,7304,70,0,3.0,2,6.0,4.0,,0
2018HU0772237,18486,1,7304,62,0,,2,6.0,4.0,,0
2018HU0772274,18487,1,7314,24,0,1.0,2,1.0,4.0,30.0,1
2018HU0772274,18487,2,7314,27,0,5.0,1,4.0,1.0,70.0,0
2018HU0772339,18488,1,7313,40,0,1.0,1,1.0,4.0,40.0,1
2018HU0772339,18488,2,7313,35,0,1.0,2,1.0,4.0,40.0,1
2018HU0772339,18488,3,7313,19,0,1.0,1,1.0,4.0,16.0,1
2018HU0772339,18488,4,7313,9,6,,1,,,,0
