HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP
2677,1,7317,72,,6.0,1,1.0,4.0,28.0
2677,2,7317,53,,1.0,2,1.0,4.0,40.0
2678,1,7317,90,,,2,6.0,4.0,
2679,1,7322,46,,1.0,2,1.0,4.0,16.0
2680,1,7318,62,,1.0,2,6.0,4.0,
2681,1,7317,56,,7.0,1,1.0,4.0,40.0
2681,2,7317,23,,1.0,1,3.0,4.0,
2681,3,7317,20,15.0,2.0,2,1.0,4.0,10.0
2681,4,7317,15,11.0,,2,,,
2681,5,7317,27,,,2,6.0,4.0,
2682,1,7321,75,,,2,6.0,4.0,
2682,2,7321,78,,,1,6.0,4.0,
2683,1,7314,54,,1.0,1,1.0,4.0,40.0
2684,1,7313,36,,1.0,2,1.0,4.0,40.0
2684,2,7313,3,,,1,,,
2685,1,7314,42,,1.0,1,1.0,4.0,40.0
2685,2,7314,39,,1.0,2,1.0,4.0,40.0
2685,3,7314,2,,,1,,,
2686,1,7314,43,,6.0,1,1.0,4.0,84.0
2686,2,7314,43,,6.0,2,1.0,4.0,84.0
2686,3,7314,23,15.0,1.0,1,1.0,4.0,30.0
2686,4,7314,23,15.0,3.0,2,1.0,4.0,15.0
2686,5,7314,69,,,2,6.0,4.0,
2687,1,7306,61,,1.0,1,1.0,4.0,40.0
2687,2,7306,51,,3.0,2,1.0,4.0,4.0
2687,3,7306,22,15.0,4.0,2,1.0,4.0,5.0
2687,4,7306,20,15.0,,2,6.0,4.0,
2687,5,7306,18,15.0,,1,6.0,4.0,
2687,6,7306,85,,,2,6.0,4.0,
2688,1,7317,65,,4.0,2,6.0,4.0,
2688,2,7317,31,,1.0,1,1.0,4.0,30.0
2689,1,7301,41,,6.0,2,1.0,4.0,40.0
2689,2,7301,43,,1.0,1,1.0,4.0,60.0
2689,3,7301,5,2.0,,2,,,
2690,1,7318,63,,1.0,1,1.0,2.0,36.0
2690,2,7318,66,,,2,6.0,4.0,
2690,3,7318,37,,1.0,1,1.0,4.0,40.0
2691,1,7321,29,,5.0,1,1.0,2.0,50.0
2691,2,7321,30,,4.0,2,6.0,4.0,40.0
2692,1,7317,38,16.0,6.0,2,1.0,2.0,40.0
2692,2,7317,50,,6.0,1,1.0,4.0,50.0
2693,1,7314,59,,1.0,2,1.0,4.0,47.0
2693,2,7314,17,14.0,,1,6.0,4.0,
2694,1,7306,37,,1.0,1,1.0,2.0,40.0
2694,2,7306,36,,5.0,2,1.0,2.0,40.0
2694,3,7306,4,,,2,,,
2694,4,7306,3,,,2,,,
2694,5,7306,11,8.0,,2,,,
2695,1,7314,71,,1.0,2,1.0,4.0,40.0
2695,2,7314,42,,,1,6.0,4.0,
2696,1,7315,34,,1.0,1,1.0,2.0,45.0
2697,1,7307,57,,6.0,2,1.0,4.0,40.0
2697,2,7307,45,,6.0,1,1.0,4.0,40.0
2698,1,7307,68,,,1,6.0,4.0,
2699,1,7315,36,,6.0,1,1.0,4.0,36.0
2699,2,7315,35,,1.0,2,1.0,4.0,20.0
2699,3,7315,9,5.0,,1,,,
2700,1,7321,80,,6.0,2,1.0,4.0,9.0
2700,2,7321,81,,4.0,1,1.0,4.0,16.0
2701,1,7318,64,,3.0,2,1.0,4.0,50.0
2701,2,7318,68,,1.0,1,1.0,4.0,40.0
2702,1,7322,48,,1.0,2,2.0,4.0,40.0
2702,2,7322,22,15.0,3.0,2,1.0,4.0,25.0
2702,3,7322,14,10.0,,1,,,
2702,4,7322,12,9.0,,1,,,
2702,5,7322,76,,,2,6.0,4.0,
2703,1,7319,46,,1.0,2,1.0,4.0,38.0
2703,2,7319,50,,5.0,1,1.0,4.0,40.0
2703,3,7319,19,15.0,2.0,1,1.0,4.0,15.0
2703,4,7319,17,14.0,,2,6.0,4.0,
2703,5,7319,75,,,2,6.0,4.0,
2703,6,7319,74,,,1,6.0,2.0,
2704,1,7311,60,,,1,6.0,4.0,
2704,2,7311,62,,1.0,2,1.0,4.0,15.0
2704,3,7311,30,,1.0,1,1.0,4.0,40.0
2705,1,7305,32,15.0,1.0,1,1.0,4.0,40.0
2705,2,7305,33,15.0,1.0,2,1.0,4.0,40.0
2705,3,7305,18,15.0,1.0,1,3.0,4.0,16.0
2706,1,7312,20,15.0,,2,6.0,4.0,
2706,2,7312,22,15.0,,2,6.0,4.0,
2706,3,7312,20,15.0,,2,6.0,4.0,
2707,1,7301,72,,,1,6.0,4.0,
2707,2,7301,69,,,2,6.0,4.0,
2708,1,7321,59,,1.0,2,1.0,4.0,36.0
2709,1,7310,25,15.0,5.0,2,4.0,1.0,9.0
2709,2,7310,29,,5.0,1,4.0,1.0,40.0
2709,3,7310,1,,,1,,,
2710,1,7314,70,,1.0,1,6.0,2.0,8.0
2710,2,7314,70,,1.0,2,1.0,4.0,40.0
2711,1,7317,69,,1.0,1,6.0,4.0,
2711,2,7317,55,,,2,6.0,4.0,
2712,1,7309,49,,1.0,1,1.0,4.0,40.0
2712,2,7309,46,,6.0,2,1.0,4.0,16.0
2712,3,7309,11,8.0,,2,,,
2712,4,7309,8,4.0,,2,,,
2712,5,7309,85,,,2,6.0,4.0,
2713,1,7305,52,,1.0,1,1.0,4.0,42.0
2713,2,7305,48,,1.0,2,1.0,4.0,45.0
2714,1,7316,42,,1.0,2,1.0,4.0,45.0
2715,1,7319,68,,6.0,1,6.0,4.0,1.0
2715,2,7319,67,,,2,6.0,4.0,
2715,3,7319,59,,1.0,1,1.0,4.0,40.0
2716,1,7302,76,,,2,6.0,4.0,
2716,2,7302,30,,,2,6.0,4.0,
2716,3,7302,12,9.0,,2,,,
2716,4,7302,9,6.0,,2,,,
2717,1,7316,31,,1.0,2,1.0,4.0,40.0
2718,1,7313,94,,,1,6.0,2.0,
2718,2,7313,94,,,2,6.0,4.0,
2718,3,7313,60,,1.0,2,1.0,4.0,40.0
2719,1,7317,49,,1.0,2,1.0,4.0,25.0
2719,2,7317,20,15.0,1.0,1,6.0,4.0,40.0
2719,3,7317,17,13.0,,1,6.0,4.0,
2720,1,7309,29,,1.0,2,1.0,4.0,48.0
2720,2,7309,39,15.0,2.0,1,6.0,4.0,40.0
2721,1,7313,81,,,2,6.0,4.0,
2722,1,7301,66,,6.0,1,6.0,4.0,10.0
2722,2,7301,65,,3.0,2,6.0,4.0,
2723,1,7321,42,,1.0,1,1.0,4.0,35.0
2723,2,7321,43,,,2,6.0,4.0,
2724,1,7318,58,,6.0,2,1.0,4.0,15.0
2724,2,7318,62,,1.0,1,1.0,4.0,60.0
2724,3,7318,34,,2.0,2,6.0,4.0,
2724,4,7318,80,,,2,6.0,4.0,
2724,5,7318,11,8.0,,1,,,
2724,6,7318,8,5.0,,1,,,
2724,7,7318,1,,,1,,,
2724,8,7318,34,,5.0,1,1.0,4.0,30.0
2725,1,7306,54,,1.0,2,1.0,4.0,30.0
2725,2,7306,58,,,1,6.0,4.0,
2725,3,7306,20,15.0,1.0,2,3.0,4.0,20.0
2725,4,7306,17,14.0,,2,6.0,4.0,
2726,1,7311,48,,1.0,1,1.0,4.0,50.0
2726,2,7311,50,,,2,6.0,4.0,
2726,3,7311,17,13.0,1.0,2,1.0,4.0,5.0
2726,4,7311,14,10.0,,1,,,
2727,1,7319,29,,1.0,2,1.0,4.0,40.0
2728,1,7316,48,,1.0,1,1.0,2.0,56.0
2728,2,7316,34,15.0,2.0,1,1.0,4.0,32.0
2729,1,7315,38,,6.0,2,1.0,4.0,40.0
2729,2,7315,40,,1.0,1,1.0,4.0,43.0
2729,3,7315,1,,,2,,,
2730,1,7317,69,,,2,6.0,4.0,
2730,2,7317,69,,1.0,1,1.0,4.0,20.0
2731,1,7308,45,,6.0,2,1.0,4.0,12.0
2731,2,7308,48,,1.0,1,1.0,4.0,48.0
2731,3,7308,14,10.0,,2,,,
2731,4,7308,10,7.0,,1,,,
2732,1,7301,57,,1.0,2,1.0,4.0,40.0
2733,1,7312,57,,1.0,1,1.0,4.0,40.0
2733,2,7312,51,,1.0,2,1.0,4.0,40.0
2733,3,7312,17,14.0,,1,6.0,4.0,
2733,4,7312,29,,1.0,2,1.0,4.0,32.0
2733,5,7312,25,,1.0,2,1.0,4.0,35.0
2734,1,7315,56,,1.0,1,1.0,4.0,35.0
2735,1,7313,60,,3.0,1,1.0,4.0,40.0
2735,2,7313,69,,7.0,2,6.0,4.0,
2736,1,7319,56,,2.0,1,1.0,4.0,40.0
2736,2,7319,55,,5.0,2,1.0,4.0,60.0
2737,1,7312,22,,5.0,1,4.0,1.0,40.0
2737,2,7312,22,,5.0,2,4.0,1.0,43.0
2737,3,7312,1,,,2,,,
2738,1,7313,74,,,2,6.0,4.0,
2739,1,7316,32,,1.0,2,1.0,4.0,40.0
2739,2,7316,29,,1.0,1,1.0,4.0,40.0
2740,1,7301,61,,1.0,1,3.0,4.0,
2741,1,7308,51,,1.0,2,1.0,4.0,32.0
2741,2,7308,59,,1.0,1,1.0,4.0,40.0
2741,3,7308,12,9.0,,2,,,
2741,4,7308,7,4.0,,1,,,
2742,1,7316,72,,,1,6.0,4.0,
2743,1,7303,50,,2.0,2,1.0,4.0,9.0
2743,2,7303,53,,1.0,1,1.0,4.0,48.0
2743,3,7303,16,13.0,,2,6.0,,
2743,4,7303,12,9.0,,1,,,
2744,1,7313,26,,1.0,1,1.0,4.0,40.0
2744,2,7313,27,,1.0,1,1.0,4.0,40.0
2745,1,7321,26,,1.0,2,1.0,4.0,40.0
2745,2,7321,5,2.0,,2,,,
2745,3,7321,10,7.0,,2,,,
2745,4,7321,46,,1.0,2,1.0,4.0,40.0
2746,1,7302,38,,1.0,1,1.0,4.0,40.0
2746,2,7302,13,10.0,,2,,,
2746,3,7302,11,8.0,,2,,,
2747,1,7320,68,,,1,6.0,2.0,
2747,2,7320,31,,3.0,1,6.0,4.0,
2748,1,7320,67,,6.0,2,3.0,4.0,30.0
2748,2,7320,66,,6.0,1,6.0,4.0,
2749,1,7312,23,15.0,1.0,1,1.0,4.0,17.0
2749,2,7312,24,15.0,1.0,1,1.0,4.0,20.0
2749,3,7312,23,,1.0,1,6.0,4.0,
2749,4,7312,23,,1.0,1,1.0,4.0,38.0
2750,1,7301,27,,5.0,2,4.0,1.0,70.0
2750,2,7301,27,,5.0,1,4.0,1.0,99.0
2751,1,7304,43,,3.0,1,6.0,4.0,15.0
2752,1,7305,44,,1.0,2,1.0,4.0,55.0
2752,2,7305,49,,1.0,1,1.0,2.0,50.0
2752,3,7305,12,9.0,,1,,,
2753,1,7322,52,,6.0,2,1.0,4.0,40.0
2753,2,7322,42,,6.0,1,1.0,4.0,40.0
2753,3,7322,36,,6.0,1,1.0,4.0,40.0
2753,4,7322,19,15.0,,2,6.0,4.0,
2754,1,7317,74,,1.0,1,1.0,4.0,4.0
2755,1,7309,58,,,2,6.0,4.0,
2755,2,7309,59,,6.0,1,1.0,4.0,32.0
2756,1,7301,22,,1.0,2,1.0,4.0,40.0
2756,2,7301,27,,1.0,1,1.0,4.0,55.0
2757,1,7301,34,,1.0,1,1.0,4.0,40.0
2757,2,7301,35,,3.0,2,1.0,4.0,40.0
2758,1,7310,41,,,2,6.0,4.0,
2758,2,7310,51,,5.0,1,1.0,4.0,60.0
2758,3,7310,5,2.0,,2,,,
2758,4,7310,3,1.0,,1,,,
2759,1,7319,57,,1.0,2,1.0,4.0,65.0
2759,2,7319,58,,3.0,1,1.0,4.0,70.0
2759,3,7319,28,,1.0,1,1.0,4.0,72.0
2759,4,7319,17,14.0,,1,6.0,4.0,
2760,1,7315,36,,5.0,1,1.0,4.0,40.0
2760,2,7315,38,,1.0,2,1.0,4.0,40.0
2760,3,7315,3,1.0,,2,,,
2760,4,7315,0,,,2,,,
2761,1,7309,65,,1.0,2,1.0,4.0,36.0
2761,2,7309,65,15.0,1.0,1,1.0,4.0,40.0
2762,1,7308,51,,1.0,1,1.0,4.0,35.0
2762,2,7308,50,,1.0,2,3.0,4.0,40.0
2762,3,7308,7,4.0,,2,,,
2763,1,7302,58,,1.0,1,1.0,4.0,40.0
2764,1,7322,31,,6.0,1,1.0,4.0,40.0
2764,2,7322,31,,,2,6.0,4.0,
2764,3,7322,6,3.0,,1,,,
2764,4,7322,1,,,1,,,
2765,1,7320,21,,5.0,2,4.0,1.0,40.0
2765,2,7320,25,,5.0,1,4.0,1.0,40.0
2766,1,7301,55,,1.0,1,1.0,4.0,40.0
2766,2,7301,59,,,2,6.0,4.0,
2766,3,7301,29,,1.0,1,1.0,4.0,23.0
2766,4,7301,24,15.0,1.0,2,1.0,4.0,25.0
2766,5,7301,22,,1.0,2,1.0,4.0,40.0
2766,6,7301,26,,1.0,1,1.0,4.0,30.0
2767,1,7303,45,,,2,6.0,4.0,
2767,2,7303,45,,1.0,1,6.0,2.0,
2767,3,7303,15,12.0,,1,,,
2767,4,7303,10,7.0,,1,,,
2768,1,7304,80,,,1,6.0,2.0,
2768,2,7304,80,,,2,6.0,4.0,
2769,1,7310,75,,,2,6.0,4.0,
2769,2,7310,85,,,1,6.0,4.0,
2770,1,7303,70,,1.0,1,1.0,4.0,24.0
2771,1,7305,61,,1.0,1,6.0,2.0,
2771,2,7305,59,,3.0,2,6.0,4.0,40.0
2772,1,7315,53,,6.0,1,1.0,4.0,30.0
2772,2,7315,80,,,2,6.0,4.0,
2773,1,7315,74,,,2,6.0,4.0,
2774,1,7321,39,,6.0,2,1.0,4.0,50.0
2774,2,7321,17,14.0,,1,6.0,4.0,
2775,1,7301,75,,,2,6.0,4.0,
2776,1,7321,68,,,2,6.0,4.0,
2776,2,7321,55,,1.0,1,1.0,4.0,60.0
2777,1,7314,73,,,1,6.0,2.0,
2778,1,7301,46,,1.0,2,2.0,4.0,32.0
2778,2,7301,46,,5.0,1,4.0,1.0,50.0
2778,3,7301,10,6.0,,2,,,
2779,1,7315,50,,5.0,1,6.0,2.0,
2779,2,7315,51,,5.0,2,1.0,4.0,40.0
2779,3,7315,20,15.0,2.0,2,6.0,4.0,40.0
2779,4,7315,19,15.0,1.0,2,6.0,4.0,20.0
2780,1,7318,54,,6.0,1,1.0,4.0,60.0
2780,2,7318,67,,,2,6.0,4.0,
2781,1,7309,64,,,2,6.0,4.0,
2781,2,7309,61,,1.0,1,6.0,4.0,
2782,1,7317,68,,3.0,2,6.0,4.0,
2782,2,7317,29,,,1,6.0,4.0,
2783,1,7315,27,,5.0,1,4.0,1.0,40.0
2783,2,7315,23,15.0,5.0,2,4.0,1.0,50.0
2783,3,7315,1,,,2,,,
2784,1,7309,55,,,2,6.0,4.0,
2784,2,7309,17,15.0,5.0,2,1.0,4.0,15.0
2784,3,7309,6,3.0,,2,,,
2785,1,7310,67,,,2,6.0,4.0,
2785,2,7310,65,,1.0,1,6.0,4.0,
2786,1,7313,87,,,1,6.0,2.0,
2787,1,7316,28,,1.0,2,1.0,4.0,40.0
2788,1,7319,48,,2.0,1,3.0,4.0,45.0
2788,2,7319,44,,7.0,2,3.0,4.0,20.0
2789,1,7304,29,,1.0,2,1.0,4.0,50.0
2790,1,7318,62,,1.0,1,1.0,4.0,38.0
2790,2,7318,63,,1.0,2,1.0,4.0,40.0
2790,3,7318,30,,1.0,1,1.0,4.0,40.0
2790,4,7318,28,,1.0,2,1.0,4.0,40.0
2790,5,7318,25,,1.0,1,3.0,4.0,
2790,6,7318,65,,4.0,2,1.0,4.0,40.0
2791,1,7318,82,,,1,6.0,4.0,
2791,2,7318,80,,,2,6.0,4.0,
2792,1,7307,66,,1.0,1,1.0,2.0,40.0
2792,2,7307,66,,1.0,2,1.0,4.0,15.0
2793,1,7318,52,,3.0,2,1.0,4.0,40.0
2793,2,7318,22,,1.0,2,1.0,4.0,25.0
2793,3,7318,20,,1.0,1,1.0,4.0,40.0
2793,4,7318,14,12.0,,2,,,
2794,1,7305,50,,1.0,1,3.0,4.0,
2794,2,7305,50,15.0,1.0,2,1.0,4.0,45.0
2794,3,7305,23,15.0,1.0,1,1.0,4.0,30.0
2794,4,7305,18,,1.0,2,1.0,4.0,30.0
2795,1,7313,61,,1.0,1,1.0,2.0,30.0
2795,2,7313,69,,,2,6.0,4.0,
2796,1,7316,72,,6.0,1,1.0,4.0,45.0
2796,2,7316,59,,,1,6.0,4.0,
2797,1,7315,61,,1.0,2,1.0,4.0,45.0
2797,2,7315,63,,4.0,2,1.0,4.0,60.0
2798,1,7307,70,,9.0,1,3.0,2.0,
2799,1,7313,84,,1.0,1,6.0,2.0,40.0
2799,2,7313,76,,,2,6.0,4.0,
2800,1,7308,78,15.0,1.0,2,1.0,4.0,25.0
2801,1,7313,29,,6.0,2,1.0,4.0,45.0
2801,2,7313,31,,6.0,1,1.0,4.0,40.0
2802,1,7319,63,,,2,6.0,4.0,
2802,2,7319,65,,,1,6.0,4.0,
2803,1,7302,70,,7.0,1,1.0,2.0,35.0
2803,2,7302,58,,1.0,2,1.0,4.0,40.0
2804,1,7315,56,,,2,6.0,4.0,
2804,2,7315,42,,1.0,1,3.0,4.0,40.0
2804,3,7315,33,,1.0,1,3.0,4.0,35.0
2805,1,7303,74,,,2,6.0,4.0,
2806,1,7305,17,14.0,1.0,2,6.0,4.0,20.0
2806,2,7305,8,4.0,,1,,,
2806,3,7305,56,,1.0,2,1.0,4.0,50.0
2807,1,7302,28,,1.0,2,1.0,4.0,32.0
2807,2,7302,33,,5.0,1,4.0,1.0,30.0
2807,3,7302,23,15.0,1.0,2,1.0,4.0,20.0
2808,1,7301,64,,4.0,1,6.0,4.0,
2808,2,7301,60,,,2,6.0,4.0,
2809,1,7302,31,,2.0,1,1.0,4.0,55.0
2809,2,7302,31,15.0,1.0,2,1.0,4.0,40.0
2809,3,7302,10,7.0,,1,,,
2809,4,7302,7,4.0,,1,,,
2809,5,7302,3,1.0,,2,,,
2809,6,7302,35,,1.0,2,1.0,4.0,20.0
2809,7,7302,12,9.0,,1,,,
2809,8,7302,5,1.0,,2,,,
2810,1,7322,54,,,1,6.0,4.0,
2810,2,7322,57,,5.0,2,1.0,4.0,40.0
2811,1,7316,41,15.0,6.0,1,1.0,4.0,9.0
2811,2,7316,24,,,2,6.0,4.0,
2812,1,7316,40,,1.0,1,1.0,4.0,40.0
2813,1,7314,60,,6.0,1,6.0,2.0,12.0
2814,1,7317,43,,1.0,1,1.0,4.0,40.0
2814,2,7317,40,,1.0,2,1.0,4.0,40.0
2815,1,7306,53,,1.0,1,1.0,4.0,40.0
2815,2,7306,54,,1.0,2,1.0,4.0,40.0
2815,3,7306,20,15.0,1.0,2,6.0,4.0,25.0
2816,1,7309,69,,6.0,1,1.0,4.0,20.0
2816,2,7309,65,,6.0,2,6.0,4.0,
2817,1,7308,66,,4.0,1,1.0,4.0,40.0
2817,2,7308,63,,3.0,2,6.0,4.0,60.0
2817,3,7308,30,,1.0,2,1.0,4.0,30.0
2818,1,7309,72,,,1,6.0,4.0,
2818,2,7309,72,,,2,6.0,4.0,
2819,1,7322,66,,,2,6.0,4.0,
2819,2,7322,67,,,1,6.0,4.0,
2820,1,7309,46,,1.0,2,1.0,4.0,40.0
2821,1,7304,63,,1.0,1,1.0,4.0,40.0
2821,2,7304,61,,1.0,2,1.0,4.0,40.0
2822,1,7313,31,,1.0,2,1.0,4.0,40.0
2822,2,7313,32,,1.0,1,1.0,4.0,40.0
2822,3,7313,59,,,2,6.0,4.0,
2823,1,7303,53,,2.0,2,1.0,4.0,40.0
2823,2,7303,47,,1.0,1,1.0,4.0,40.0
2824,1,7309,69,,1.0,1,1.0,4.0,50.0
2824,2,7309,57,,,2,6.0,4.0,
2825,1,7317,29,15.0,1.0,2,1.0,4.0,24.0
2825,2,7317,34,,1.0,2,1.0,4.0,40.0
2825,3,7317,26,,1.0,2,1.0,4.0,40.0
2826,1,7313,81,,,1,6.0,4.0,
2826,2,7313,76,,,2,6.0,4.0,
2827,1,7312,71,,2.0,2,1.0,4.0,40.0
2828,1,7315,26,,2.0,2,1.0,4.0,40.0
2828,2,7315,28,,1.0,1,1.0,4.0,40.0
2829,1,7312,68,,2.0,2,6.0,4.0,
2830,1,7308,78,,1.0,2,1.0,4.0,20.0
2831,1,7322,38,,,2,6.0,4.0,
2831,2,7322,38,,1.0,1,1.0,4.0,40.0
2831,3,7322,19,15.0,,2,6.0,4.0,
2831,4,7322,15,11.0,,2,,,
2831,5,7322,10,7.0,,2,,,
2832,1,7303,22,,1.0,2,1.0,4.0,40.0
2832,2,7303,30,,1.0,2,1.0,4.0,40.0
2833,1,7318,68,,,1,6.0,4.0,
2833,2,7318,51,,,1,6.0,4.0,
2834,1,7313,59,,6.0,2,1.0,4.0,28.0
2834,2,7313,61,,,1,6.0,4.0,
2835,1,7314,67,,1.0,2,6.0,4.0,40.0
2835,2,7314,54,,1.0,1,1.0,4.0,20.0
2835,3,7314,25,15.0,3.0,2,1.0,4.0,40.0
2835,4,7314,22,15.0,,1,6.0,4.0,
2836,1,7308,66,,,2,6.0,4.0,
2836,2,7308,65,,3.0,1,1.0,4.0,40.0
2837,1,7313,63,,2.0,2,1.0,4.0,60.0
2838,1,7314,77,,,2,6.0,4.0,
2839,1,7307,64,,8.0,1,6.0,2.0,
2839,2,7307,56,,8.0,2,6.0,4.0,20.0
2839,3,7307,40,,8.0,1,1.0,4.0,50.0
2840,1,7303,48,,1.0,1,1.0,4.0,40.0
2840,2,7303,46,,1.0,2,1.0,4.0,40.0
2840,3,7303,24,,1.0,2,2.0,4.0,40.0
2840,4,7303,1,,,2,,,
2840,5,7303,0,,,2,,,
2840,6,7303,60,,,2,6.0,4.0,
2841,1,7314,49,,,2,6.0,4.0,
2841,2,7314,22,,1.0,2,1.0,4.0,36.0
2842,1,7320,69,,2.0,1,1.0,4.0,16.0
2842,2,7320,69,,,2,6.0,4.0,
2842,3,7320,33,,1.0,1,1.0,4.0,40.0
2842,4,7320,33,,1.0,1,3.0,4.0,
2843,1,7308,64,,1.0,2,6.0,4.0,
2844,1,7320,51,,2.0,1,1.0,4.0,40.0
2845,1,7303,70,,,1,6.0,4.0,
2845,2,7303,66,,1.0,2,1.0,4.0,40.0
2846,1,7316,29,15.0,1.0,2,1.0,4.0,40.0
2846,2,7316,24,,1.0,2,1.0,4.0,40.0
2847,1,7315,68,,2.0,2,6.0,4.0,
2847,2,7315,44,,6.0,2,1.0,4.0,2.0
2847,3,7315,12,8.0,,1,,,
2847,4,7315,8,4.0,,2,,,
2847,5,7315,40,,1.0,1,1.0,4.0,24.0
2848,1,7314,65,,,1,6.0,2.0,
2848,2,7314,80,,,1,6.0,2.0,
2849,1,7310,46,,5.0,1,1.0,4.0,40.0
2849,2,7310,14,11.0,,2,,,
2849,3,7310,12,8.0,,1,,,
2850,1,7317,67,16.0,,2,6.0,4.0,
2851,1,7311,73,,,1,6.0,2.0,
2851,2,7311,72,,,2,6.0,4.0,
2852,1,7310,94,,,2,6.0,4.0,
2852,2,7310,55,,3.0,2,1.0,4.0,40.0
2852,3,7310,58,,1.0,2,6.0,4.0,8.0
2852,4,7310,58,,,1,6.0,4.0,
2853,1,7307,21,,1.0,1,6.0,4.0,25.0
2853,2,7307,22,,1.0,1,6.0,4.0,7.0
2854,1,7301,59,,1.0,1,1.0,4.0,60.0
2854,2,7301,37,,1.0,2,1.0,4.0,15.0
2854,3,7301,10,7.0,,2,,,
2855,1,7303,81,,,1,6.0,4.0,
2855,2,7303,77,,,2,6.0,4.0,
2856,1,7312,31,,2.0,1,1.0,4.0,40.0
2856,2,7312,31,,1.0,2,1.0,4.0,40.0
2857,1,7310,69,,,1,6.0,2.0,
2857,2,7310,65,,,2,6.0,4.0,
2858,1,7317,21,15.0,4.0,1,1.0,4.0,10.0
2858,2,7317,23,15.0,1.0,1,6.0,4.0,40.0
2858,3,7317,22,15.0,1.0,1,2.0,4.0,40.0
2858,4,7317,21,15.0,4.0,1,6.0,4.0,4.0
2859,1,7301,58,,1.0,2,1.0,4.0,65.0
2859,2,7301,25,,1.0,1,1.0,4.0,40.0
2860,1,7316,83,,,2,6.0,4.0,
2860,2,7316,85,,,1,6.0,4.0,
2861,1,7314,63,,1.0,1,1.0,4.0,45.0
2862,1,7309,32,,1.0,1,1.0,4.0,40.0
2862,2,7309,32,,1.0,1,1.0,4.0,60.0
2863,1,7321,57,,1.0,1,1.0,4.0,40.0
2863,2,7321,55,,1.0,2,1.0,4.0,40.0
2863,3,7321,27,,1.0,1,1.0,4.0,40.0
2864,1,7316,40,,1.0,1,1.0,4.0,55.0
2865,1,7301,49,,,1,6.0,2.0,
2865,2,7301,45,,,2,6.0,4.0,
2865,3,7301,13,9.0,,2,,,
2866,1,7322,28,,,2,6.0,4.0,
2866,2,7322,37,,7.0,1,1.0,4.0,70.0
2866,3,7322,6,3.0,,2,,,
2866,4,7322,5,2.0,,2,,,
2866,5,7322,0,,,2,,,
2867,1,7314,25,,1.0,1,1.0,4.0,55.0
2867,2,7314,26,,1.0,2,1.0,4.0,40.0
2868,1,7321,50,,6.0,1,1.0,4.0,40.0
2868,2,7321,50,,1.0,2,1.0,4.0,40.0
2869,1,7315,51,15.0,1.0,2,1.0,4.0,40.0
2869,2,7315,50,,1.0,1,1.0,4.0,40.0
2870,1,7312,85,,,2,6.0,4.0,
2871,1,7313,76,,,1,6.0,4.0,
2871,2,7313,79,,,2,6.0,4.0,
2871,3,7313,52,,1.0,2,1.0,4.0,25.0
2871,4,7313,52,,1.0,1,1.0,4.0,40.0
2872,1,7310,74,,,1,6.0,2.0,
2872,2,7310,70,,,2,6.0,4.0,
2873,1,7322,25,,1.0,2,1.0,4.0,40.0
2873,2,7322,5,,,2,,,
2873,3,7322,22,,1.0,1,1.0,4.0,40.0
2873,4,7322,49,,1.0,2,3.0,4.0,
2874,1,7321,70,,1.0,1,1.0,4.0,40.0
2874,2,7321,69,,,2,6.0,4.0,
2874,3,7321,43,,1.0,1,1.0,4.0,40.0
2874,4,7321,0,,,1,,,
2874,5,7321,40,,1.0,2,1.0,4.0,40.0
2875,1,7314,43,,2.0,2,1.0,4.0,40.0
2875,2,7314,34,,2.0,1,1.0,2.0,40.0
2875,3,7314,19,15.0,1.0,2,6.0,4.0,
2875,4,7314,15,11.0,,1,,,
2876,1,7302,49,,3.0,2,1.0,4.0,40.0
2876,2,7302,49,,1.0,1,1.0,2.0,40.0
2877,1,7303,72,,,1,6.0,2.0,
2877,2,7303,73,,,2,6.0,4.0,
2878,1,7322,42,,6.0,2,1.0,4.0,40.0
2878,2,7322,11,9.0,,2,,,
2878,3,7322,3,1.0,,2,,,
2879,1,7322,58,,2.0,2,1.0,4.0,60.0
2879,2,7322,23,,1.0,1,1.0,4.0,40.0
2880,1,7318,31,,2.0,2,1.0,4.0,40.0
2881,1,7304,41,,1.0,2,1.0,4.0,40.0
2881,2,7304,47,,1.0,1,1.0,2.0,65.0
2881,3,7304,18,14.0,,1,6.0,4.0,
2881,4,7304,68,,7.0,1,1.0,2.0,22.0
2882,1,7312,62,,1.0,1,1.0,4.0,40.0
2882,2,7312,65,,1.0,2,1.0,4.0,40.0
2883,1,7304,59,,2.0,1,1.0,4.0,16.0
2883,2,7304,22,,,2,6.0,4.0,
2883,3,7304,3,,,1,,,
2884,1,7316,61,15.0,2.0,2,1.0,4.0,40.0
2885,1,7305,61,,7.0,2,1.0,4.0,30.0
2885,2,7305,59,,1.0,1,1.0,4.0,50.0
2886,1,7316,78,,8.0,1,6.0,4.0,
2887,1,7315,21,15.0,1.0,2,6.0,4.0,5.0
2888,1,7302,71,,,1,6.0,2.0,
2889,1,7309,45,,1.0,1,1.0,4.0,40.0
2889,2,7309,44,,9.0,2,3.0,4.0,
2889,3,7309,11,7.0,,2,,,
2889,4,7309,6,2.0,,2,,,
2890,1,7321,72,14.0,4.0,1,6.0,4.0,
2890,2,7321,65,14.0,1.0,2,1.0,4.0,40.0
